"Year","GEO","Character","Sex","Age","VALUE"
2012,"Ontario","Employment","Both sexes","25 to 54 years",4548
2012,"Ontario","Employment","Both sexes","55 years and over",1234.5
2012,"Ontario","Employment","Males","15 years and over",3486.7
2012,"Ontario","Employment","Males","15 to 24 years",459
2012,"Ontario","Employment","Males","25 to 54 years",2352.4
2012,"Ontario","Employment","Males","55 years and over",675.3
2012,"Ontario","Employment","Females","15 years and over",3216.2
2012,"Ontario","Employment","Females","15 to 24 years",461.4
2012,"Ontario","Employment","Females","25 to 54 years",2195.6
2012,"Ontario","Employment","Females","55 years and over",559.2
2012,"Ontario","Full-time employment","Both sexes","15 years and over",5407.5
2012,"Ontario","Full-time employment","Both sexes","15 to 24 years",442
2012,"Ontario","Full-time employment","Both sexes","25 to 54 years",4003.1
2012,"Ontario","Full-time employment","Both sexes","55 years and over",962.4
2012,"Ontario","Full-time employment","Males","15 years and over",3044.6
2012,"Ontario","Full-time employment","Males","15 to 24 years",255
2012,"Ontario","Full-time employment","Males","25 to 54 years",2219.1
2012,"Ontario","Full-time employment","Males","55 years and over",570.5
2012,"Ontario","Full-time employment","Females","15 years and over",2363
2012,"Ontario","Full-time employment","Females","15 to 24 years",187
2012,"Ontario","Full-time employment","Females","25 to 54 years",1784.1
2012,"Ontario","Full-time employment","Females","55 years and over",392
2012,"Ontario","Part-time employment","Both sexes","15 years and over",1295.4
2012,"Ontario","Part-time employment","Both sexes","15 to 24 years",478.4
2012,"Ontario","Part-time employment","Both sexes","25 to 54 years",544.9
2012,"Ontario","Part-time employment","Both sexes","55 years and over",272.1
2012,"Ontario","Part-time employment","Males","15 years and over",442.2
2012,"Ontario","Part-time employment","Males","15 to 24 years",204
2012,"Ontario","Part-time employment","Males","25 to 54 years",133.3
2012,"Ontario","Part-time employment","Males","55 years and over",104.8
2012,"Ontario","Part-time employment","Females","15 years and over",853.2
2012,"Ontario","Part-time employment","Females","15 to 24 years",274.4
2012,"Ontario","Part-time employment","Females","25 to 54 years",411.6
2012,"Ontario","Part-time employment","Females","55 years and over",167.2
2012,"Ontario","Unemployment","Both sexes","15 years and over",581.1
2012,"Ontario","Unemployment","Both sexes","15 to 24 years",184.6
2012,"Ontario","Unemployment","Both sexes","25 to 54 years",318.8
2012,"Ontario","Unemployment","Both sexes","55 years and over",77.7
2012,"Ontario","Unemployment","Males","15 years and over",317.6
2012,"Ontario","Unemployment","Males","15 to 24 years",103.9
2012,"Ontario","Unemployment","Males","25 to 54 years",169.3
2012,"Ontario","Unemployment","Males","55 years and over",44.5
2012,"Ontario","Unemployment","Females","15 years and over",263.4
2012,"Ontario","Unemployment","Females","15 to 24 years",80.7
2012,"Ontario","Unemployment","Females","25 to 54 years",149.5
2012,"Ontario","Unemployment","Females","55 years and over",33.3
2012,"Ontario","Unemployment rate","Both sexes","15 years and over",8
2012,"Ontario","Unemployment rate","Both sexes","15 to 24 years",16.7
2012,"Ontario","Unemployment rate","Both sexes","25 to 54 years",6.6
2012,"Ontario","Unemployment rate","Both sexes","55 years and over",5.9
2012,"Ontario","Unemployment rate","Males","15 years and over",8.3
2012,"Ontario","Unemployment rate","Males","15 to 24 years",18.5
2012,"Ontario","Unemployment rate","Males","25 to 54 years",6.7
2012,"Ontario","Unemployment rate","Males","55 years and over",6.2
2012,"Ontario","Unemployment rate","Females","15 years and over",7.6
2012,"Ontario","Unemployment rate","Females","15 to 24 years",14.9
2012,"Ontario","Unemployment rate","Females","25 to 54 years",6.4
2012,"Ontario","Unemployment rate","Females","55 years and over",5.6
2012,"Manitoba","Labour force","Both sexes","15 years and over",656.6
2012,"Manitoba","Labour force","Both sexes","15 to 24 years",114.2
2012,"Manitoba","Labour force","Both sexes","25 to 54 years",421.3
2012,"Manitoba","Labour force","Both sexes","55 years and over",121.2
2012,"Manitoba","Labour force","Males","15 years and over",349.9
2012,"Manitoba","Labour force","Males","15 to 24 years",58.3
2012,"Manitoba","Labour force","Males","25 to 54 years",222.4
2012,"Manitoba","Labour force","Males","55 years and over",69.2
2012,"Manitoba","Labour force","Females","15 years and over",306.7
2012,"Manitoba","Labour force","Females","15 to 24 years",55.8
2012,"Manitoba","Labour force","Females","25 to 54 years",198.9
2012,"Manitoba","Labour force","Females","55 years and over",52
2012,"Manitoba","Employment","Both sexes","15 years and over",621.3
2012,"Manitoba","Employment","Both sexes","15 to 24 years",101.8
2012,"Manitoba","Employment","Both sexes","25 to 54 years",402.9
2012,"Manitoba","Employment","Both sexes","55 years and over",116.5
2012,"Manitoba","Employment","Males","15 years and over",331.6
2012,"Manitoba","Employment","Males","15 to 24 years",51.8
2012,"Manitoba","Employment","Males","25 to 54 years",213.2
2012,"Manitoba","Employment","Males","55 years and over",66.5
2012,"Manitoba","Employment","Females","15 years and over",289.7
2012,"Manitoba","Employment","Females","15 to 24 years",50
2012,"Manitoba","Employment","Females","25 to 54 years",189.7
2012,"Manitoba","Employment","Females","55 years and over",50
2012,"Manitoba","Full-time employment","Both sexes","15 years and over",498.4
2012,"Manitoba","Full-time employment","Both sexes","15 to 24 years",58
2012,"Manitoba","Full-time employment","Both sexes","25 to 54 years",351.1
2012,"Manitoba","Full-time employment","Both sexes","55 years and over",89.3
2012,"Manitoba","Full-time employment","Males","15 years and over",292.9
2012,"Manitoba","Full-time employment","Males","15 to 24 years",34.7
2012,"Manitoba","Full-time employment","Males","25 to 54 years",202.3
2012,"Manitoba","Full-time employment","Males","55 years and over",55.9
2012,"Manitoba","Full-time employment","Females","15 years and over",205.5
2012,"Manitoba","Full-time employment","Females","15 to 24 years",23.3
2012,"Manitoba","Full-time employment","Females","25 to 54 years",148.8
2012,"Manitoba","Full-time employment","Females","55 years and over",33.4
2012,"Manitoba","Part-time employment","Both sexes","15 years and over",122.8
2012,"Manitoba","Part-time employment","Both sexes","15 to 24 years",43.8
2012,"Manitoba","Part-time employment","Both sexes","25 to 54 years",51.8
2012,"Manitoba","Part-time employment","Both sexes","55 years and over",27.2
2012,"Manitoba","Part-time employment","Males","15 years and over",38.6
2012,"Manitoba","Part-time employment","Males","15 to 24 years",17.1
2012,"Manitoba","Part-time employment","Males","25 to 54 years",10.9
2012,"Manitoba","Part-time employment","Males","55 years and over",10.6
2012,"Manitoba","Part-time employment","Females","15 years and over",84.2
2012,"Manitoba","Part-time employment","Females","15 to 24 years",26.7
2012,"Manitoba","Part-time employment","Females","25 to 54 years",40.9
2012,"Manitoba","Part-time employment","Females","55 years and over",16.6
2012,"Manitoba","Unemployment","Both sexes","15 years and over",35.4
2012,"Manitoba","Unemployment","Both sexes","15 to 24 years",12.3
2012,"Manitoba","Unemployment","Both sexes","25 to 54 years",18.4
2012,"Manitoba","Unemployment","Both sexes","55 years and over",4.7
2012,"Manitoba","Unemployment","Males","15 years and over",18.3
2012,"Manitoba","Unemployment","Males","15 to 24 years",6.5
2012,"Manitoba","Unemployment","Males","25 to 54 years",9.2
2012,"Manitoba","Unemployment","Males","55 years and over",2.7
2012,"Manitoba","Unemployment","Females","15 years and over",17
2012,"Manitoba","Unemployment","Females","15 to 24 years",5.8
2012,"Manitoba","Unemployment","Females","25 to 54 years",9.2
2012,"Manitoba","Unemployment","Females","55 years and over",2
2012,"Manitoba","Unemployment rate","Both sexes","15 years and over",5.4
2012,"Manitoba","Unemployment rate","Both sexes","15 to 24 years",10.8
2012,"Manitoba","Unemployment rate","Both sexes","25 to 54 years",4.4
2012,"Manitoba","Unemployment rate","Both sexes","55 years and over",3.9
2012,"Manitoba","Unemployment rate","Males","15 years and over",5.2
2012,"Manitoba","Unemployment rate","Males","15 to 24 years",11.1
2012,"Manitoba","Unemployment rate","Males","25 to 54 years",4.1
2012,"Manitoba","Unemployment rate","Males","55 years and over",3.9
2012,"Manitoba","Unemployment rate","Females","15 years and over",5.5
2012,"Manitoba","Unemployment rate","Females","15 to 24 years",10.4
2012,"Manitoba","Unemployment rate","Females","25 to 54 years",4.6
2012,"Manitoba","Unemployment rate","Females","55 years and over",3.8
2012,"Saskatchewan","Labour force","Both sexes","15 years and over",577.8
2012,"Saskatchewan","Labour force","Both sexes","15 to 24 years",97.7
2012,"Saskatchewan","Labour force","Both sexes","25 to 54 years",364.3
2012,"Saskatchewan","Labour force","Both sexes","55 years and over",115.8
2012,"Saskatchewan","Labour force","Males","15 years and over",315.3
2012,"Saskatchewan","Labour force","Males","15 to 24 years",52.2
2012,"Saskatchewan","Labour force","Males","25 to 54 years",196.6
2012,"Saskatchewan","Labour force","Males","55 years and over",66.4
2012,"Saskatchewan","Labour force","Females","15 years and over",262.6
2012,"Saskatchewan","Labour force","Females","15 to 24 years",45.5
2012,"Saskatchewan","Labour force","Females","25 to 54 years",167.7
2012,"Saskatchewan","Labour force","Females","55 years and over",49.4
2012,"Saskatchewan","Employment","Both sexes","15 years and over",549.6
2012,"Saskatchewan","Employment","Both sexes","15 to 24 years",88.5
2012,"Saskatchewan","Employment","Both sexes","25 to 54 years",349.2
2012,"Saskatchewan","Employment","Both sexes","55 years and over",111.8
2012,"Saskatchewan","Employment","Males","15 years and over",300.4
2012,"Saskatchewan","Employment","Males","15 to 24 years",47.3
2012,"Saskatchewan","Employment","Males","25 to 54 years",188.9
2012,"Saskatchewan","Employment","Males","55 years and over",64.2
2012,"Saskatchewan","Employment","Females","15 years and over",249.2
2012,"Saskatchewan","Employment","Females","15 to 24 years",41.2
2012,"Saskatchewan","Employment","Females","25 to 54 years",160.3
2012,"Saskatchewan","Employment","Females","55 years and over",47.7
2012,"Saskatchewan","Full-time employment","Both sexes","15 years and over",453.9
2012,"Saskatchewan","Full-time employment","Both sexes","15 to 24 years",57.3
2012,"Saskatchewan","Full-time employment","Both sexes","25 to 54 years",310.4
2012,"Saskatchewan","Full-time employment","Both sexes","55 years and over",86.2
2012,"Saskatchewan","Full-time employment","Males","15 years and over",270.5
2012,"Saskatchewan","Full-time employment","Males","15 to 24 years",34.2
2012,"Saskatchewan","Full-time employment","Males","25 to 54 years",181.7
2012,"Saskatchewan","Full-time employment","Males","55 years and over",54.6
2012,"Saskatchewan","Full-time employment","Females","15 years and over",183.4
2012,"Saskatchewan","Full-time employment","Females","15 to 24 years",23.1
2012,"Saskatchewan","Full-time employment","Females","25 to 54 years",128.7
2012,"Saskatchewan","Full-time employment","Females","55 years and over",31.6
2012,"Saskatchewan","Part-time employment","Both sexes","15 years and over",95.7
2012,"Saskatchewan","Part-time employment","Both sexes","15 to 24 years",31.2
2012,"Saskatchewan","Part-time employment","Both sexes","25 to 54 years",38.8
2012,"Saskatchewan","Part-time employment","Both sexes","55 years and over",25.6
2012,"Saskatchewan","Part-time employment","Males","15 years and over",29.9
2012,"Saskatchewan","Part-time employment","Males","15 to 24 years",13.1
2012,"Saskatchewan","Part-time employment","Males","25 to 54 years",7.2
2012,"Saskatchewan","Part-time employment","Males","55 years and over",9.5
2012,"Saskatchewan","Part-time employment","Females","15 years and over",65.8
2012,"Saskatchewan","Part-time employment","Females","15 to 24 years",18.1
2012,"Saskatchewan","Part-time employment","Females","25 to 54 years",31.6
2012,"Saskatchewan","Part-time employment","Females","55 years and over",16.1
2012,"Saskatchewan","Unemployment","Both sexes","15 years and over",28.2
2012,"Saskatchewan","Unemployment","Both sexes","15 to 24 years",9.2
2012,"Saskatchewan","Unemployment","Both sexes","25 to 54 years",15.1
2012,"Saskatchewan","Unemployment","Both sexes","55 years and over",4
2012,"Saskatchewan","Unemployment","Males","15 years and over",14.8
2012,"Saskatchewan","Unemployment","Males","15 to 24 years",4.9
2012,"Saskatchewan","Unemployment","Males","25 to 54 years",7.7
2012,"Saskatchewan","Unemployment","Males","55 years and over",2.2
2012,"Saskatchewan","Unemployment","Females","15 years and over",13.4
2012,"Saskatchewan","Unemployment","Females","15 to 24 years",4.3
2012,"Saskatchewan","Unemployment","Females","25 to 54 years",7.4
2012,"Saskatchewan","Unemployment","Females","55 years and over",1.7
2012,"Saskatchewan","Unemployment rate","Both sexes","15 years and over",4.9
2012,"Saskatchewan","Unemployment rate","Both sexes","15 to 24 years",9.4
2012,"Saskatchewan","Unemployment rate","Both sexes","25 to 54 years",4.1
2012,"Saskatchewan","Unemployment rate","Both sexes","55 years and over",3.5
2012,"Saskatchewan","Unemployment rate","Males","15 years and over",4.7
2012,"Saskatchewan","Unemployment rate","Males","15 to 24 years",9.4
2012,"Saskatchewan","Unemployment rate","Males","25 to 54 years",3.9
2012,"Saskatchewan","Unemployment rate","Males","55 years and over",3.3
2012,"Saskatchewan","Unemployment rate","Females","15 years and over",5.1
2012,"Saskatchewan","Unemployment rate","Females","15 to 24 years",9.5
2012,"Saskatchewan","Unemployment rate","Females","25 to 54 years",4.4
2012,"Saskatchewan","Unemployment rate","Females","55 years and over",3.4
2012,"Alberta","Labour force","Both sexes","15 years and over",2273.8
2012,"Alberta","Labour force","Both sexes","15 to 24 years",357
2012,"Alberta","Labour force","Both sexes","25 to 54 years",1525.2
2012,"Alberta","Labour force","Both sexes","55 years and over",391.6
2012,"Alberta","Labour force","Males","15 years and over",1244
2012,"Alberta","Labour force","Males","15 to 24 years",186.5
2012,"Alberta","Labour force","Males","25 to 54 years",830.9
2012,"Alberta","Labour force","Males","55 years and over",226.6
2012,"Alberta","Labour force","Females","15 years and over",1029.8
2012,"Alberta","Labour force","Females","15 to 24 years",170.5
2012,"Alberta","Labour force","Females","25 to 54 years",694.2
2012,"Alberta","Labour force","Females","55 years and over",165
2012,"Alberta","Employment","Both sexes","15 years and over",2166.6
2012,"Alberta","Employment","Both sexes","15 to 24 years",326.2
2012,"Alberta","Employment","Both sexes","25 to 54 years",1465.7
2012,"Alberta","Employment","Both sexes","55 years and over",374.7
2012,"Alberta","Employment","Males","15 years and over",1185.1
2012,"Alberta","Employment","Males","15 to 24 years",169.2
2012,"Alberta","Employment","Males","25 to 54 years",799.5
2012,"Alberta","Employment","Males","55 years and over",216.4
2012,"Alberta","Employment","Females","15 years and over",981.5
2012,"Alberta","Employment","Females","15 to 24 years",157
2012,"Alberta","Employment","Females","25 to 54 years",666.2
2012,"Alberta","Employment","Females","55 years and over",158.3
2012,"Alberta","Full-time employment","Both sexes","15 years and over",1811.7
2012,"Alberta","Full-time employment","Both sexes","15 to 24 years",212.8
2012,"Alberta","Full-time employment","Both sexes","25 to 54 years",1303.1
2012,"Alberta","Full-time employment","Both sexes","55 years and over",295.8
2012,"Alberta","Full-time employment","Males","15 years and over",1080.6
2012,"Alberta","Full-time employment","Males","15 to 24 years",124.1
2012,"Alberta","Full-time employment","Males","25 to 54 years",770.2
2012,"Alberta","Full-time employment","Males","55 years and over",186.2
2012,"Alberta","Full-time employment","Females","15 years and over",731.2
2012,"Alberta","Full-time employment","Females","15 to 24 years",88.7
2012,"Alberta","Full-time employment","Females","25 to 54 years",532.9
2012,"Alberta","Full-time employment","Females","55 years and over",109.6
2012,"Alberta","Part-time employment","Both sexes","15 years and over",354.9
2012,"Alberta","Part-time employment","Both sexes","15 to 24 years",113.3
2012,"Alberta","Part-time employment","Both sexes","25 to 54 years",162.6
2012,"Alberta","Part-time employment","Both sexes","55 years and over",78.9
2012,"Alberta","Part-time employment","Males","15 years and over",104.5
2012,"Alberta","Part-time employment","Males","15 to 24 years",45.1
2012,"Alberta","Part-time employment","Males","25 to 54 years",29.3
2012,"Alberta","Part-time employment","Males","55 years and over",30.2
2012,"Alberta","Part-time employment","Females","15 years and over",250.4
2012,"Alberta","Part-time employment","Females","15 to 24 years",68.3
2012,"Alberta","Part-time employment","Females","25 to 54 years",133.4
2012,"Alberta","Part-time employment","Females","55 years and over",48.7
2012,"Alberta","Unemployment","Both sexes","15 years and over",107.2
2012,"Alberta","Unemployment","Both sexes","15 to 24 years",30.8
2012,"Alberta","Unemployment","Both sexes","25 to 54 years",59.4
2012,"Alberta","Unemployment","Both sexes","55 years and over",16.9
2012,"Alberta","Unemployment","Males","15 years and over",58.9
2012,"Alberta","Unemployment","Males","15 to 24 years",17.3
2012,"Alberta","Unemployment","Males","25 to 54 years",31.4
2012,"Alberta","Unemployment","Males","55 years and over",10.2
2012,"Alberta","Unemployment","Females","15 years and over",48.3
2012,"Alberta","Unemployment","Females","15 to 24 years",13.5
2012,"Alberta","Unemployment","Females","25 to 54 years",28
2012,"Alberta","Unemployment","Females","55 years and over",6.8
2012,"Alberta","Unemployment rate","Both sexes","15 years and over",4.7
2012,"Alberta","Unemployment rate","Both sexes","15 to 24 years",8.6
2012,"Alberta","Unemployment rate","Both sexes","25 to 54 years",3.9
2012,"Alberta","Unemployment rate","Both sexes","55 years and over",4.3
2012,"Alberta","Unemployment rate","Males","15 years and over",4.7
2012,"Alberta","Unemployment rate","Males","15 to 24 years",9.3
2012,"Alberta","Unemployment rate","Males","25 to 54 years",3.8
2012,"Alberta","Unemployment rate","Males","55 years and over",4.5
2012,"Alberta","Unemployment rate","Females","15 years and over",4.7
2012,"Alberta","Unemployment rate","Females","15 to 24 years",7.9
2012,"Alberta","Unemployment rate","Females","25 to 54 years",4
2012,"Alberta","Unemployment rate","Females","55 years and over",4.1
2012,"British Columbia","Labour force","Both sexes","15 years and over",2465
2012,"British Columbia","Labour force","Both sexes","15 to 24 years",363
2012,"British Columbia","Labour force","Both sexes","25 to 54 years",1628.3
2012,"British Columbia","Labour force","Both sexes","55 years and over",473.6
2012,"British Columbia","Labour force","Males","15 years and over",1289.7
2012,"British Columbia","Labour force","Males","15 to 24 years",181
2012,"British Columbia","Labour force","Males","25 to 54 years",845.7
2012,"British Columbia","Labour force","Males","55 years and over",263
2012,"British Columbia","Labour force","Females","15 years and over",1175.2
2012,"British Columbia","Labour force","Females","15 to 24 years",182
2012,"British Columbia","Labour force","Females","25 to 54 years",782.6
2012,"British Columbia","Labour force","Females","55 years and over",210.6
2012,"British Columbia","Employment","Both sexes","15 years and over",2295.6
2012,"British Columbia","Employment","Both sexes","15 to 24 years",315.8
2012,"British Columbia","Employment","Both sexes","25 to 54 years",1534
2012,"British Columbia","Employment","Both sexes","55 years and over",445.8
2012,"British Columbia","Employment","Males","15 years and over",1198.2
2012,"British Columbia","Employment","Males","15 to 24 years",153.8
2012,"British Columbia","Employment","Males","25 to 54 years",798
2012,"British Columbia","Employment","Males","55 years and over",246.3
2012,"British Columbia","Employment","Females","15 years and over",1097.4
2012,"British Columbia","Employment","Females","15 to 24 years",162
2012,"British Columbia","Employment","Females","25 to 54 years",736
2012,"British Columbia","Employment","Females","55 years and over",199.5
2012,"British Columbia","Full-time employment","Both sexes","15 years and over",1795.5
2012,"British Columbia","Full-time employment","Both sexes","15 to 24 years",162.3
2012,"British Columbia","Full-time employment","Both sexes","25 to 54 years",1298.8
2012,"British Columbia","Full-time employment","Both sexes","55 years and over",334.4
2012,"British Columbia","Full-time employment","Males","15 years and over",1035.8
2012,"British Columbia","Full-time employment","Males","15 to 24 years",91.2
2012,"British Columbia","Full-time employment","Males","25 to 54 years",741
2012,"British Columbia","Full-time employment","Males","55 years and over",203.6
2012,"British Columbia","Full-time employment","Females","15 years and over",759.7
2012,"British Columbia","Full-time employment","Females","15 to 24 years",71.1
2012,"British Columbia","Full-time employment","Females","25 to 54 years",557.7
2012,"British Columbia","Full-time employment","Females","55 years and over",130.8
2012,"British Columbia","Part-time employment","Both sexes","15 years and over",500.1
2012,"British Columbia","Part-time employment","Both sexes","15 to 24 years",153.5
2012,"British Columbia","Part-time employment","Both sexes","25 to 54 years",235.2
2012,"British Columbia","Part-time employment","Both sexes","55 years and over",111.4
2012,"British Columbia","Part-time employment","Males","15 years and over",162.3
2012,"British Columbia","Part-time employment","Males","15 to 24 years",62.6
2012,"British Columbia","Part-time employment","Males","25 to 54 years",57
2012,"British Columbia","Part-time employment","Males","55 years and over",42.8
2012,"British Columbia","Part-time employment","Females","15 years and over",337.8
2012,"British Columbia","Part-time employment","Females","15 to 24 years",90.9
2012,"British Columbia","Part-time employment","Females","25 to 54 years",178.2
2012,"British Columbia","Part-time employment","Females","55 years and over",68.6
2012,"British Columbia","Unemployment","Both sexes","15 years and over",169.4
2012,"British Columbia","Unemployment","Both sexes","15 to 24 years",47.2
2012,"British Columbia","Unemployment","Both sexes","25 to 54 years",94.3
2012,"British Columbia","Unemployment","Both sexes","55 years and over",27.8
2012,"British Columbia","Unemployment","Males","15 years and over",91.6
2012,"British Columbia","Unemployment","Males","15 to 24 years",27.2
2012,"British Columbia","Unemployment","Males","25 to 54 years",47.7
2012,"British Columbia","Unemployment","Males","55 years and over",16.7
2012,"British Columbia","Unemployment","Females","15 years and over",77.8
2012,"British Columbia","Unemployment","Females","15 to 24 years",20
2012,"British Columbia","Unemployment","Females","25 to 54 years",46.6
2012,"British Columbia","Unemployment","Females","55 years and over",11.2
2012,"British Columbia","Unemployment rate","Both sexes","15 years and over",6.9
2012,"British Columbia","Unemployment rate","Both sexes","15 to 24 years",13
2012,"British Columbia","Unemployment rate","Both sexes","25 to 54 years",5.8
2012,"British Columbia","Unemployment rate","Both sexes","55 years and over",5.9
2012,"British Columbia","Unemployment rate","Males","15 years and over",7.1
2012,"British Columbia","Unemployment rate","Males","15 to 24 years",15
2012,"British Columbia","Unemployment rate","Males","25 to 54 years",5.6
2012,"British Columbia","Unemployment rate","Males","55 years and over",6.3
2012,"British Columbia","Unemployment rate","Females","15 years and over",6.6
2012,"British Columbia","Unemployment rate","Females","15 to 24 years",11
2012,"British Columbia","Unemployment rate","Females","25 to 54 years",6
2012,"British Columbia","Unemployment rate","Females","55 years and over",5.3
2013,"Canada","Labour force","Both sexes","15 years and over",19074.7
2013,"Canada","Labour force","Both sexes","15 to 24 years",2907.6
2013,"Canada","Labour force","Both sexes","25 to 54 years",12585.9
2013,"Canada","Labour force","Both sexes","55 years and over",3581.2
2013,"Canada","Labour force","Males","15 years and over",10050.1
2013,"Canada","Labour force","Males","15 to 24 years",1488.9
2013,"Canada","Labour force","Males","25 to 54 years",6565
2013,"Canada","Labour force","Males","55 years and over",1996.2
2013,"Canada","Labour force","Females","15 years and over",9024.6
2013,"Canada","Labour force","Females","15 to 24 years",1418.7
2013,"Canada","Labour force","Females","25 to 54 years",6020.9
2013,"Canada","Labour force","Females","55 years and over",1585
2013,"Canada","Employment","Both sexes","15 years and over",17712.2
2013,"Canada","Employment","Both sexes","15 to 24 years",2522.4
2013,"Canada","Employment","Both sexes","25 to 54 years",11829.5
2013,"Canada","Employment","Both sexes","55 years and over",3360.3
2013,"Canada","Employment","Males","15 years and over",9290.7
2013,"Canada","Employment","Males","15 to 24 years",1268.2
2013,"Canada","Employment","Males","25 to 54 years",6156.9
2013,"Canada","Employment","Males","55 years and over",1865.6
2013,"Canada","Employment","Females","15 years and over",8421.5
2013,"Canada","Employment","Females","15 to 24 years",1254.2
2013,"Canada","Employment","Females","25 to 54 years",5672.6
2013,"Canada","Employment","Females","55 years and over",1494.7
2013,"Canada","Full-time employment","Both sexes","15 years and over",14306.5
2013,"Canada","Full-time employment","Both sexes","15 to 24 years",1304.7
2013,"Canada","Full-time employment","Both sexes","25 to 54 years",10407
2013,"Canada","Full-time employment","Both sexes","55 years and over",2594.8
2013,"Canada","Full-time employment","Males","15 years and over",8141.6
2013,"Canada","Full-time employment","Males","15 to 24 years",753.5
2013,"Canada","Full-time employment","Males","25 to 54 years",5814.1
2013,"Canada","Full-time employment","Males","55 years and over",1574
2013,"Canada","Full-time employment","Females","15 years and over",6164.9
2013,"Canada","Full-time employment","Females","15 to 24 years",551.1
2013,"Canada","Full-time employment","Females","25 to 54 years",4592.9
2013,"Canada","Full-time employment","Females","55 years and over",1020.8
2013,"Canada","Part-time employment","Both sexes","15 years and over",3405.7
2013,"Canada","Part-time employment","Both sexes","15 to 24 years",1217.8
2013,"Canada","Part-time employment","Both sexes","25 to 54 years",1422.5
2013,"Canada","Part-time employment","Both sexes","55 years and over",765.4
2013,"Canada","Part-time employment","Males","15 years and over",1149.1
2013,"Canada","Part-time employment","Males","15 to 24 years",514.7
2013,"Canada","Part-time employment","Males","25 to 54 years",342.8
2013,"Canada","Part-time employment","Males","55 years and over",291.6
2013,"Canada","Part-time employment","Females","15 years and over",2256.6
2013,"Canada","Part-time employment","Females","15 to 24 years",703
2013,"Canada","Part-time employment","Females","25 to 54 years",1079.7
2013,"Canada","Part-time employment","Females","55 years and over",473.9
2013,"Canada","Unemployment","Both sexes","15 years and over",1362.5
2013,"Canada","Unemployment","Both sexes","15 to 24 years",385.2
2013,"Canada","Unemployment","Both sexes","25 to 54 years",756.3
2013,"Canada","Unemployment","Both sexes","55 years and over",221
2013,"Canada","Unemployment","Males","15 years and over",759.4
2013,"Canada","Unemployment","Males","15 to 24 years",220.7
2013,"Canada","Unemployment","Males","25 to 54 years",408
2013,"Canada","Unemployment","Males","55 years and over",130.6
2013,"Canada","Unemployment","Females","15 years and over",603.2
2013,"Canada","Unemployment","Females","15 to 24 years",164.5
2013,"Canada","Unemployment","Females","25 to 54 years",348.3
2013,"Canada","Unemployment","Females","55 years and over",90.4
2013,"Canada","Unemployment rate","Both sexes","15 years and over",7.1
2013,"Canada","Unemployment rate","Both sexes","15 to 24 years",13.2
2013,"Canada","Unemployment rate","Both sexes","25 to 54 years",6
2013,"Canada","Unemployment rate","Both sexes","55 years and over",6.2
2013,"Canada","Unemployment rate","Males","15 years and over",7.6
2013,"Canada","Unemployment rate","Males","15 to 24 years",14.8
2013,"Canada","Unemployment rate","Males","25 to 54 years",6.2
2013,"Canada","Unemployment rate","Males","55 years and over",6.5
2013,"Canada","Unemployment rate","Females","15 years and over",6.7
2013,"Canada","Unemployment rate","Females","15 to 24 years",11.6
2013,"Canada","Unemployment rate","Females","25 to 54 years",5.8
2013,"Canada","Unemployment rate","Females","55 years and over",5.7
2013,"Newfoundland and Labrador","Labour force","Both sexes","15 years and over",274.3
2013,"Newfoundland and Labrador","Labour force","Both sexes","15 to 24 years",36.6
2013,"Newfoundland and Labrador","Labour force","Both sexes","25 to 54 years",182.3
2013,"Newfoundland and Labrador","Labour force","Both sexes","55 years and over",55.3
2013,"Newfoundland and Labrador","Labour force","Males","15 years and over",143.7
2013,"Newfoundland and Labrador","Labour force","Males","15 to 24 years",18.8
2013,"Newfoundland and Labrador","Labour force","Males","25 to 54 years",92.9
2013,"Newfoundland and Labrador","Labour force","Males","55 years and over",31.9
2013,"Newfoundland and Labrador","Labour force","Females","15 years and over",130.6
2013,"Newfoundland and Labrador","Labour force","Females","15 to 24 years",17.8
2013,"Newfoundland and Labrador","Labour force","Females","25 to 54 years",89.4
2013,"Newfoundland and Labrador","Labour force","Females","55 years and over",23.4
2013,"Newfoundland and Labrador","Employment","Both sexes","15 years and over",241.9
2013,"Newfoundland and Labrador","Employment","Both sexes","15 to 24 years",30.4
2013,"Newfoundland and Labrador","Employment","Both sexes","25 to 54 years",164.5
2013,"Newfoundland and Labrador","Employment","Both sexes","55 years and over",47
2013,"Newfoundland and Labrador","Employment","Males","15 years and over",125
2013,"Newfoundland and Labrador","Employment","Males","15 to 24 years",15.1
2013,"Newfoundland and Labrador","Employment","Males","25 to 54 years",83
2013,"Newfoundland and Labrador","Employment","Males","55 years and over",26.9
2013,"Newfoundland and Labrador","Employment","Females","15 years and over",116.8
2013,"Newfoundland and Labrador","Employment","Females","15 to 24 years",15.3
2013,"Newfoundland and Labrador","Employment","Females","25 to 54 years",81.4
2013,"Newfoundland and Labrador","Employment","Females","55 years and over",20.1
2013,"Newfoundland and Labrador","Full-time employment","Both sexes","15 years and over",206.9
2013,"Newfoundland and Labrador","Full-time employment","Both sexes","15 to 24 years",17.7
2013,"Newfoundland and Labrador","Full-time employment","Both sexes","25 to 54 years",149.5
2013,"Newfoundland and Labrador","Full-time employment","Both sexes","55 years and over",39.7
2013,"Newfoundland and Labrador","Full-time employment","Males","15 years and over",114.8
2013,"Newfoundland and Labrador","Full-time employment","Males","15 to 24 years",9.6
