"Year","GEO","Income_concept","UOM","VALUE"
2002,"New Brunswick","Adjusted total income","Number",0.331
2002,"New Brunswick","Adjusted after-tax income","Number",0.291
2002,"Quebec","Adjusted market income","Number",0.448
2002,"Quebec","Adjusted total income","Number",0.352
2002,"Quebec","Adjusted after-tax income","Number",0.301
2002,"Ontario","Adjusted market income","Number",0.43
2002,"Ontario","Adjusted total income","Number",0.363
2002,"Ontario","Adjusted after-tax income","Number",0.32
2002,"Prairie provinces","Adjusted market income","Number",0.407
2002,"Prairie provinces","Adjusted total income","Number",0.338
2002,"Prairie provinces","Adjusted after-tax income","Number",0.303
2002,"Manitoba","Adjusted market income","Number",0.42
2002,"Manitoba","Adjusted total income","Number",0.339
2002,"Manitoba","Adjusted after-tax income","Number",0.305
2002,"Saskatchewan","Adjusted market income","Number",0.427
2002,"Saskatchewan","Adjusted total income","Number",0.334
2002,"Saskatchewan","Adjusted after-tax income","Number",0.296
2002,"Alberta","Adjusted market income","Number",0.392
2002,"Alberta","Adjusted total income","Number",0.333
2002,"Alberta","Adjusted after-tax income","Number",0.298
2002,"British Columbia","Adjusted market income","Number",0.454
2002,"British Columbia","Adjusted total income","Number",0.378
2002,"British Columbia","Adjusted after-tax income","Number",0.341
2003,"Canada","Adjusted market income","Number",0.437
2003,"Canada","Adjusted total income","Number",0.358
2003,"Canada","Adjusted after-tax income","Number",0.316
2003,"Atlantic provinces","Adjusted market income","Number",0.453
2003,"Atlantic provinces","Adjusted total income","Number",0.335
2003,"Atlantic provinces","Adjusted after-tax income","Number",0.295
2003,"Newfoundland and Labrador","Adjusted market income","Number",0.498
2003,"Newfoundland and Labrador","Adjusted total income","Number",0.339
2003,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.296
2003,"Prince Edward Island","Adjusted market income","Number",0.417
2003,"Prince Edward Island","Adjusted total income","Number",0.302
2003,"Prince Edward Island","Adjusted after-tax income","Number",0.267
2003,"Nova Scotia","Adjusted market income","Number",0.432
2003,"Nova Scotia","Adjusted total income","Number",0.333
2003,"Nova Scotia","Adjusted after-tax income","Number",0.295
2003,"New Brunswick","Adjusted market income","Number",0.451
2003,"New Brunswick","Adjusted total income","Number",0.337
2003,"New Brunswick","Adjusted after-tax income","Number",0.297
2003,"Quebec","Adjusted market income","Number",0.442
2003,"Quebec","Adjusted total income","Number",0.346
2003,"Quebec","Adjusted after-tax income","Number",0.295
2003,"Ontario","Adjusted market income","Number",0.432
2003,"Ontario","Adjusted total income","Number",0.364
2003,"Ontario","Adjusted after-tax income","Number",0.321
2003,"Prairie provinces","Adjusted market income","Number",0.416
2003,"Prairie provinces","Adjusted total income","Number",0.348
2003,"Prairie provinces","Adjusted after-tax income","Number",0.311
2003,"Manitoba","Adjusted market income","Number",0.419
2003,"Manitoba","Adjusted total income","Number",0.337
2003,"Manitoba","Adjusted after-tax income","Number",0.295
2003,"Saskatchewan","Adjusted market income","Number",0.429
2003,"Saskatchewan","Adjusted total income","Number",0.341
2003,"Saskatchewan","Adjusted after-tax income","Number",0.304
2003,"Alberta","Adjusted market income","Number",0.406
2003,"Alberta","Adjusted total income","Number",0.347
2003,"Alberta","Adjusted after-tax income","Number",0.311
2003,"British Columbia","Adjusted market income","Number",0.437
2003,"British Columbia","Adjusted total income","Number",0.36
2003,"British Columbia","Adjusted after-tax income","Number",0.324
2004,"Canada","Adjusted market income","Number",0.442
2004,"Canada","Adjusted total income","Number",0.365
2004,"Canada","Adjusted after-tax income","Number",0.322
2004,"Atlantic provinces","Adjusted market income","Number",0.447
2004,"Atlantic provinces","Adjusted total income","Number",0.334
2004,"Atlantic provinces","Adjusted after-tax income","Number",0.295
2004,"Newfoundland and Labrador","Adjusted market income","Number",0.493
2004,"Newfoundland and Labrador","Adjusted total income","Number",0.342
2004,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.299
2004,"Prince Edward Island","Adjusted market income","Number",0.413
2004,"Prince Edward Island","Adjusted total income","Number",0.301
2004,"Prince Edward Island","Adjusted after-tax income","Number",0.267
2004,"Nova Scotia","Adjusted market income","Number",0.423
2004,"Nova Scotia","Adjusted total income","Number",0.33
2004,"Nova Scotia","Adjusted after-tax income","Number",0.292
2004,"New Brunswick","Adjusted market income","Number",0.449
2004,"New Brunswick","Adjusted total income","Number",0.338
2004,"New Brunswick","Adjusted after-tax income","Number",0.298
2004,"Quebec","Adjusted market income","Number",0.445
2004,"Quebec","Adjusted total income","Number",0.352
2004,"Quebec","Adjusted after-tax income","Number",0.299
2004,"Ontario","Adjusted market income","Number",0.444
2004,"Ontario","Adjusted total income","Number",0.376
2004,"Ontario","Adjusted after-tax income","Number",0.332
2004,"Prairie provinces","Adjusted market income","Number",0.414
2004,"Prairie provinces","Adjusted total income","Number",0.348
2004,"Prairie provinces","Adjusted after-tax income","Number",0.312
2004,"Manitoba","Adjusted market income","Number",0.418
2004,"Manitoba","Adjusted total income","Number",0.338
2004,"Manitoba","Adjusted after-tax income","Number",0.297
2004,"Saskatchewan","Adjusted market income","Number",0.43
2004,"Saskatchewan","Adjusted total income","Number",0.343
2004,"Saskatchewan","Adjusted after-tax income","Number",0.307
2004,"Alberta","Adjusted market income","Number",0.401
2004,"Alberta","Adjusted total income","Number",0.345
2004,"Alberta","Adjusted after-tax income","Number",0.31
2004,"British Columbia","Adjusted market income","Number",0.437
2004,"British Columbia","Adjusted total income","Number",0.363
2004,"British Columbia","Adjusted after-tax income","Number",0.328
2005,"Canada","Adjusted market income","Number",0.435
2005,"Canada","Adjusted total income","Number",0.358
2005,"Canada","Adjusted after-tax income","Number",0.317
2005,"Atlantic provinces","Adjusted market income","Number",0.444
2005,"Atlantic provinces","Adjusted total income","Number",0.333
2005,"Atlantic provinces","Adjusted after-tax income","Number",0.294
2005,"Newfoundland and Labrador","Adjusted market income","Number",0.496
2005,"Newfoundland and Labrador","Adjusted total income","Number",0.349
2005,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.302
2005,"Prince Edward Island","Adjusted market income","Number",0.404
2005,"Prince Edward Island","Adjusted total income","Number",0.291
2005,"Prince Edward Island","Adjusted after-tax income","Number",0.257
2005,"Nova Scotia","Adjusted market income","Number",0.42
2005,"Nova Scotia","Adjusted total income","Number",0.33
2005,"Nova Scotia","Adjusted after-tax income","Number",0.293
2005,"New Brunswick","Adjusted market income","Number",0.442
2005,"New Brunswick","Adjusted total income","Number",0.331
2005,"New Brunswick","Adjusted after-tax income","Number",0.293
2005,"Quebec","Adjusted market income","Number",0.442
2005,"Quebec","Adjusted total income","Number",0.344
2005,"Quebec","Adjusted after-tax income","Number",0.296
2005,"Ontario","Adjusted market income","Number",0.43
2005,"Ontario","Adjusted total income","Number",0.364
2005,"Ontario","Adjusted after-tax income","Number",0.321
2005,"Prairie provinces","Adjusted market income","Number",0.412
2005,"Prairie provinces","Adjusted total income","Number",0.348
2005,"Prairie provinces","Adjusted after-tax income","Number",0.312
2005,"Manitoba","Adjusted market income","Number",0.416
2005,"Manitoba","Adjusted total income","Number",0.34
2005,"Manitoba","Adjusted after-tax income","Number",0.298
2005,"Saskatchewan","Adjusted market income","Number",0.445
2005,"Saskatchewan","Adjusted total income","Number",0.362
2005,"Saskatchewan","Adjusted after-tax income","Number",0.325
2005,"Alberta","Adjusted market income","Number",0.393
2005,"Alberta","Adjusted total income","Number",0.339
2005,"Alberta","Adjusted after-tax income","Number",0.303
2005,"British Columbia","Adjusted market income","Number",0.432
2005,"British Columbia","Adjusted total income","Number",0.364
2005,"British Columbia","Adjusted after-tax income","Number",0.325
2006,"Canada","Adjusted market income","Number",0.433
2006,"Canada","Adjusted total income","Number",0.356
2006,"Canada","Adjusted after-tax income","Number",0.316
2006,"Atlantic provinces","Adjusted market income","Number",0.439
2006,"Atlantic provinces","Adjusted total income","Number",0.331
2006,"Atlantic provinces","Adjusted after-tax income","Number",0.291
2006,"Newfoundland and Labrador","Adjusted market income","Number",0.486
2006,"Newfoundland and Labrador","Adjusted total income","Number",0.346
2006,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.298
2006,"Prince Edward Island","Adjusted market income","Number",0.409
2006,"Prince Edward Island","Adjusted total income","Number",0.302
2006,"Prince Edward Island","Adjusted after-tax income","Number",0.268
2006,"Nova Scotia","Adjusted market income","Number",0.42
2006,"Nova Scotia","Adjusted total income","Number",0.332
2006,"Nova Scotia","Adjusted after-tax income","Number",0.294
2006,"New Brunswick","Adjusted market income","Number",0.433
2006,"New Brunswick","Adjusted total income","Number",0.323
2006,"New Brunswick","Adjusted after-tax income","Number",0.285
2006,"Quebec","Adjusted market income","Number",0.442
2006,"Quebec","Adjusted total income","Number",0.342
2006,"Quebec","Adjusted after-tax income","Number",0.293
2006,"Ontario","Adjusted market income","Number",0.427
2006,"Ontario","Adjusted total income","Number",0.359
2006,"Ontario","Adjusted after-tax income","Number",0.319
2006,"Prairie provinces","Adjusted market income","Number",0.424
2006,"Prairie provinces","Adjusted total income","Number",0.358
2006,"Prairie provinces","Adjusted after-tax income","Number",0.322
2006,"Manitoba","Adjusted market income","Number",0.431
2006,"Manitoba","Adjusted total income","Number",0.352
2006,"Manitoba","Adjusted after-tax income","Number",0.309
2006,"Saskatchewan","Adjusted market income","Number",0.444
2006,"Saskatchewan","Adjusted total income","Number",0.363
2006,"Saskatchewan","Adjusted after-tax income","Number",0.324
2006,"Alberta","Adjusted market income","Number",0.408
2006,"Alberta","Adjusted total income","Number",0.35
2006,"Alberta","Adjusted after-tax income","Number",0.314
2006,"British Columbia","Adjusted market income","Number",0.42
2006,"British Columbia","Adjusted total income","Number",0.355
2006,"British Columbia","Adjusted after-tax income","Number",0.32
2007,"Canada","Adjusted market income","Number",0.434
2007,"Canada","Adjusted total income","Number",0.358
2007,"Canada","Adjusted after-tax income","Number",0.316
2007,"Atlantic provinces","Adjusted market income","Number",0.435
2007,"Atlantic provinces","Adjusted total income","Number",0.329
2007,"Atlantic provinces","Adjusted after-tax income","Number",0.287
2007,"Newfoundland and Labrador","Adjusted market income","Number",0.476
2007,"Newfoundland and Labrador","Adjusted total income","Number",0.342
2007,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.296
2007,"Prince Edward Island","Adjusted market income","Number",0.398
2007,"Prince Edward Island","Adjusted total income","Number",0.288
2007,"Prince Edward Island","Adjusted after-tax income","Number",0.252
2007,"Nova Scotia","Adjusted market income","Number",0.419
2007,"Nova Scotia","Adjusted total income","Number",0.332
2007,"Nova Scotia","Adjusted after-tax income","Number",0.29
2007,"New Brunswick","Adjusted market income","Number",0.429
2007,"New Brunswick","Adjusted total income","Number",0.323
2007,"New Brunswick","Adjusted after-tax income","Number",0.283
2007,"Quebec","Adjusted market income","Number",0.447
2007,"Quebec","Adjusted total income","Number",0.345
2007,"Quebec","Adjusted after-tax income","Number",0.294
2007,"Ontario","Adjusted market income","Number",0.431
2007,"Ontario","Adjusted total income","Number",0.361
2007,"Ontario","Adjusted after-tax income","Number",0.319
2007,"Prairie provinces","Adjusted market income","Number",0.424
2007,"Prairie provinces","Adjusted total income","Number",0.364
2007,"Prairie provinces","Adjusted after-tax income","Number",0.325
2007,"Manitoba","Adjusted market income","Number",0.433
2007,"Manitoba","Adjusted total income","Number",0.358
2007,"Manitoba","Adjusted after-tax income","Number",0.313
2007,"Saskatchewan","Adjusted market income","Number",0.449
2007,"Saskatchewan","Adjusted total income","Number",0.373
2007,"Saskatchewan","Adjusted after-tax income","Number",0.328
2007,"Alberta","Adjusted market income","Number",0.406
2007,"Alberta","Adjusted total income","Number",0.354
2007,"Alberta","Adjusted after-tax income","Number",0.318
2007,"British Columbia","Adjusted market income","Number",0.41
2007,"British Columbia","Adjusted total income","Number",0.349
2007,"British Columbia","Adjusted after-tax income","Number",0.314
2008,"Canada","Adjusted market income","Number",0.43
2008,"Canada","Adjusted total income","Number",0.355
2008,"Canada","Adjusted after-tax income","Number",0.314
2008,"Atlantic provinces","Adjusted market income","Number",0.436
2008,"Atlantic provinces","Adjusted total income","Number",0.331
2008,"Atlantic provinces","Adjusted after-tax income","Number",0.289
2008,"Newfoundland and Labrador","Adjusted market income","Number",0.472
2008,"Newfoundland and Labrador","Adjusted total income","Number",0.344
2008,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.301
2008,"Prince Edward Island","Adjusted market income","Number",0.401
2008,"Prince Edward Island","Adjusted total income","Number",0.3
2008,"Prince Edward Island","Adjusted after-tax income","Number",0.263
2008,"Nova Scotia","Adjusted market income","Number",0.434
2008,"Nova Scotia","Adjusted total income","Number",0.337
2008,"Nova Scotia","Adjusted after-tax income","Number",0.294
2008,"New Brunswick","Adjusted market income","Number",0.418
2008,"New Brunswick","Adjusted total income","Number",0.318
2008,"New Brunswick","Adjusted after-tax income","Number",0.279
2008,"Quebec","Adjusted market income","Number",0.44
2008,"Quebec","Adjusted total income","Number",0.339
2008,"Quebec","Adjusted after-tax income","Number",0.293
2008,"Ontario","Adjusted market income","Number",0.431
2008,"Ontario","Adjusted total income","Number",0.363
2008,"Ontario","Adjusted after-tax income","Number",0.319
2008,"Prairie provinces","Adjusted market income","Number",0.407
2008,"Prairie provinces","Adjusted total income","Number",0.35
2008,"Prairie provinces","Adjusted after-tax income","Number",0.314
2008,"Manitoba","Adjusted market income","Number",0.421
2008,"Manitoba","Adjusted total income","Number",0.349
2008,"Manitoba","Adjusted after-tax income","Number",0.305
2008,"Saskatchewan","Adjusted market income","Number",0.417
2008,"Saskatchewan","Adjusted total income","Number",0.346
2008,"Saskatchewan","Adjusted after-tax income","Number",0.308
2008,"Alberta","Adjusted market income","Number",0.393
2008,"Alberta","Adjusted total income","Number",0.344
2008,"Alberta","Adjusted after-tax income","Number",0.309
2008,"British Columbia","Adjusted market income","Number",0.409
2008,"British Columbia","Adjusted total income","Number",0.346
2008,"British Columbia","Adjusted after-tax income","Number",0.311
2009,"Canada","Adjusted market income","Number",0.438
2009,"Canada","Adjusted total income","Number",0.355
2009,"Canada","Adjusted after-tax income","Number",0.315
2009,"Atlantic provinces","Adjusted market income","Number",0.447
2009,"Atlantic provinces","Adjusted total income","Number",0.336
2009,"Atlantic provinces","Adjusted after-tax income","Number",0.296
2009,"Newfoundland and Labrador","Adjusted market income","Number",0.477
2009,"Newfoundland and Labrador","Adjusted total income","Number",0.341
2009,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.3
2009,"Prince Edward Island","Adjusted market income","Number",0.4
2009,"Prince Edward Island","Adjusted total income","Number",0.289
2009,"Prince Edward Island","Adjusted after-tax income","Number",0.254
2009,"Nova Scotia","Adjusted market income","Number",0.448
2009,"Nova Scotia","Adjusted total income","Number",0.349
2009,"Nova Scotia","Adjusted after-tax income","Number",0.306
2009,"New Brunswick","Adjusted market income","Number",0.432
2009,"New Brunswick","Adjusted total income","Number",0.325
2009,"New Brunswick","Adjusted after-tax income","Number",0.287
2009,"Quebec","Adjusted market income","Number",0.436
2009,"Quebec","Adjusted total income","Number",0.332
2009,"Quebec","Adjusted after-tax income","Number",0.286
2009,"Ontario","Adjusted market income","Number",0.44
2009,"Ontario","Adjusted total income","Number",0.361
2009,"Ontario","Adjusted after-tax income","Number",0.319
2009,"Prairie provinces","Adjusted market income","Number",0.42
2009,"Prairie provinces","Adjusted total income","Number",0.357
2009,"Prairie provinces","Adjusted after-tax income","Number",0.32
2009,"Manitoba","Adjusted market income","Number",0.415
2009,"Manitoba","Adjusted total income","Number",0.335
2009,"Manitoba","Adjusted after-tax income","Number",0.293
2009,"Saskatchewan","Adjusted market income","Number",0.431
2009,"Saskatchewan","Adjusted total income","Number",0.357
2009,"Saskatchewan","Adjusted after-tax income","Number",0.316
2009,"Alberta","Adjusted market income","Number",0.411
2009,"Alberta","Adjusted total income","Number",0.356
2009,"Alberta","Adjusted after-tax income","Number",0.32
2009,"British Columbia","Adjusted market income","Number",0.424
2009,"British Columbia","Adjusted total income","Number",0.355
2009,"British Columbia","Adjusted after-tax income","Number",0.321
2010,"Canada","Adjusted market income","Number",0.441
2010,"Canada","Adjusted total income","Number",0.356
2010,"Canada","Adjusted after-tax income","Number",0.315
2010,"Atlantic provinces","Adjusted market income","Number",0.445
2010,"Atlantic provinces","Adjusted total income","Number",0.33
2010,"Atlantic provinces","Adjusted after-tax income","Number",0.29
2010,"Newfoundland and Labrador","Adjusted market income","Number",0.487
2010,"Newfoundland and Labrador","Adjusted total income","Number",0.35
2010,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.308
2010,"Prince Edward Island","Adjusted market income","Number",0.408
2010,"Prince Edward Island","Adjusted total income","Number",0.294
2010,"Prince Edward Island","Adjusted after-tax income","Number",0.258
2010,"Nova Scotia","Adjusted market income","Number",0.439
2010,"Nova Scotia","Adjusted total income","Number",0.333
2010,"Nova Scotia","Adjusted after-tax income","Number",0.292
2010,"New Brunswick","Adjusted market income","Number",0.425
2010,"New Brunswick","Adjusted total income","Number",0.317
2010,"New Brunswick","Adjusted after-tax income","Number",0.279
2010,"Quebec","Adjusted market income","Number",0.434
2010,"Quebec","Adjusted total income","Number",0.332
2010,"Quebec","Adjusted after-tax income","Number",0.286
2010,"Ontario","Adjusted market income","Number",0.447
2010,"Ontario","Adjusted total income","Number",0.363
2010,"Ontario","Adjusted after-tax income","Number",0.32
2010,"Prairie provinces","Adjusted market income","Number",0.425
2010,"Prairie provinces","Adjusted total income","Number",0.359
2010,"Prairie provinces","Adjusted after-tax income","Number",0.319
2010,"Manitoba","Adjusted market income","Number",0.419
2010,"Manitoba","Adjusted total income","Number",0.339
2010,"Manitoba","Adjusted after-tax income","Number",0.296
2010,"Saskatchewan","Adjusted market income","Number",0.428
2010,"Saskatchewan","Adjusted total income","Number",0.353
2010,"Saskatchewan","Adjusted after-tax income","Number",0.311
2010,"Alberta","Adjusted market income","Number",0.419
2010,"Alberta","Adjusted total income","Number",0.359
2010,"Alberta","Adjusted after-tax income","Number",0.32
2010,"British Columbia","Adjusted market income","Number",0.429
2010,"British Columbia","Adjusted total income","Number",0.357
2010,"British Columbia","Adjusted after-tax income","Number",0.322
2011,"Canada","Adjusted market income","Number",0.433
2011,"Canada","Adjusted total income","Number",0.352
2011,"Canada","Adjusted after-tax income","Number",0.311
2011,"Atlantic provinces","Adjusted market income","Number",0.434
2011,"Atlantic provinces","Adjusted total income","Number",0.326
2011,"Atlantic provinces","Adjusted after-tax income","Number",0.288
2011,"Newfoundland and Labrador","Adjusted market income","Number",0.469
2011,"Newfoundland and Labrador","Adjusted total income","Number",0.344
2011,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.303
2011,"Prince Edward Island","Adjusted market income","Number",0.402
2011,"Prince Edward Island","Adjusted total income","Number",0.299
2011,"Prince Edward Island","Adjusted after-tax income","Number",0.265
2011,"Nova Scotia","Adjusted market income","Number",0.415
2011,"Nova Scotia","Adjusted total income","Number",0.317
2011,"Nova Scotia","Adjusted after-tax income","Number",0.28
2011,"New Brunswick","Adjusted market income","Number",0.435
2011,"New Brunswick","Adjusted total income","Number",0.326
2011,"New Brunswick","Adjusted after-tax income","Number",0.289
2011,"Quebec","Adjusted market income","Number",0.438
2011,"Quebec","Adjusted total income","Number",0.34
2011,"Quebec","Adjusted after-tax income","Number",0.291
2011,"Ontario","Adjusted market income","Number",0.433
2011,"Ontario","Adjusted total income","Number",0.352
2011,"Ontario","Adjusted after-tax income","Number",0.311
2011,"Prairie provinces","Adjusted market income","Number",0.419
2011,"Prairie provinces","Adjusted total income","Number",0.361
2011,"Prairie provinces","Adjusted after-tax income","Number",0.323
2011,"Manitoba","Adjusted market income","Number",0.405
2011,"Manitoba","Adjusted total income","Number",0.33
2011,"Manitoba","Adjusted after-tax income","Number",0.292
2011,"Saskatchewan","Adjusted market income","Number",0.415
2011,"Saskatchewan","Adjusted total income","Number",0.347
2011,"Saskatchewan","Adjusted after-tax income","Number",0.306
2011,"Alberta","Adjusted market income","Number",0.416
2011,"Alberta","Adjusted total income","Number",0.365
2011,"Alberta","Adjusted after-tax income","Number",0.326
2011,"British Columbia","Adjusted market income","Number",0.42
2011,"British Columbia","Adjusted total income","Number",0.346
2011,"British Columbia","Adjusted after-tax income","Number",0.312
2012,"Canada","Adjusted market income","Number",0.432
2012,"Canada","Adjusted total income","Number",0.354
2012,"Canada","Adjusted after-tax income","Number",0.315
2012,"Atlantic provinces","Adjusted market income","Number",0.434
2012,"Atlantic provinces","Adjusted total income","Number",0.33
2012,"Atlantic provinces","Adjusted after-tax income","Number",0.291
2012,"Newfoundland and Labrador","Adjusted market income","Number",0.462
2012,"Newfoundland and Labrador","Adjusted total income","Number",0.343
2012,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.3
2012,"Prince Edward Island","Adjusted market income","Number",0.396
2012,"Prince Edward Island","Adjusted total income","Number",0.293
2012,"Prince Edward Island","Adjusted after-tax income","Number",0.257
2012,"Nova Scotia","Adjusted market income","Number",0.426
2012,"Nova Scotia","Adjusted total income","Number",0.33
2012,"Nova Scotia","Adjusted after-tax income","Number",0.291
2012,"New Brunswick","Adjusted market income","Number",0.426
2012,"New Brunswick","Adjusted total income","Number",0.324
2012,"New Brunswick","Adjusted after-tax income","Number",0.288
2012,"Quebec","Adjusted market income","Number",0.441
2012,"Quebec","Adjusted total income","Number",0.341
2012,"Quebec","Adjusted after-tax income","Number",0.296
2012,"Ontario","Adjusted market income","Number",0.436
2012,"Ontario","Adjusted total income","Number",0.36
2012,"Ontario","Adjusted after-tax income","Number",0.321
2012,"Prairie provinces","Adjusted market income","Number",0.403
2012,"Prairie provinces","Adjusted total income","Number",0.348
2012,"Prairie provinces","Adjusted after-tax income","Number",0.311
2012,"Manitoba","Adjusted market income","Number",0.411
2012,"Manitoba","Adjusted total income","Number",0.335
2012,"Manitoba","Adjusted after-tax income","Number",0.297
2012,"Saskatchewan","Adjusted market income","Number",0.398
2012,"Saskatchewan","Adjusted total income","Number",0.334
2012,"Saskatchewan","Adjusted after-tax income","Number",0.298
2012,"Alberta","Adjusted market income","Number",0.392
2012,"Alberta","Adjusted total income","Number",0.345
2012,"Alberta","Adjusted after-tax income","Number",0.308
2012,"British Columbia","Adjusted market income","Number",0.419
2012,"British Columbia","Adjusted total income","Number",0.348
2012,"British Columbia","Adjusted after-tax income","Number",0.314
2013,"Canada","Adjusted market income","Number",0.435
2013,"Canada","Adjusted total income","Number",0.357
2013,"Canada","Adjusted after-tax income","Number",0.317
2013,"Atlantic provinces","Adjusted market income","Number",0.436
2013,"Atlantic provinces","Adjusted total income","Number",0.335
2013,"Atlantic provinces","Adjusted after-tax income","Number",0.297
2013,"Newfoundland and Labrador","Adjusted market income","Number",0.455
2013,"Newfoundland and Labrador","Adjusted total income","Number",0.349
2013,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.306
2013,"Prince Edward Island","Adjusted market income","Number",0.428
2013,"Prince Edward Island","Adjusted total income","Number",0.319
2013,"Prince Edward Island","Adjusted after-tax income","Number",0.285
2013,"Nova Scotia","Adjusted market income","Number",0.43
2013,"Nova Scotia","Adjusted total income","Number",0.339
2013,"Nova Scotia","Adjusted after-tax income","Number",0.301
2013,"New Brunswick","Adjusted market income","Number",0.424
2013,"New Brunswick","Adjusted total income","Number",0.317
2013,"New Brunswick","Adjusted after-tax income","Number",0.281
2013,"Quebec","Adjusted market income","Number",0.442
2013,"Quebec","Adjusted total income","Number",0.338
2013,"Quebec","Adjusted after-tax income","Number",0.291
2013,"Ontario","Adjusted market income","Number",0.444
2013,"Ontario","Adjusted total income","Number",0.367
2013,"Ontario","Adjusted after-tax income","Number",0.327
2013,"Prairie provinces","Adjusted market income","Number",0.403
2013,"Prairie provinces","Adjusted total income","Number",0.349
2013,"Prairie provinces","Adjusted after-tax income","Number",0.312
2013,"Manitoba","Adjusted market income","Number",0.405
2013,"Manitoba","Adjusted total income","Number",0.334
2013,"Manitoba","Adjusted after-tax income","Number",0.294
2013,"Saskatchewan","Adjusted market income","Number",0.416
2013,"Saskatchewan","Adjusted total income","Number",0.347
2013,"Saskatchewan","Adjusted after-tax income","Number",0.306
2013,"Alberta","Adjusted market income","Number",0.391
2013,"Alberta","Adjusted total income","Number",0.344
2013,"Alberta","Adjusted after-tax income","Number",0.308
2013,"British Columbia","Adjusted market income","Number",0.419
2013,"British Columbia","Adjusted total income","Number",0.351
2013,"British Columbia","Adjusted after-tax income","Number",0.318
2014,"Canada","Adjusted market income","Number",0.426
2014,"Canada","Adjusted total income","Number",0.351
2014,"Canada","Adjusted after-tax income","Number",0.31
2014,"Atlantic provinces","Adjusted market income","Number",0.429
2014,"Atlantic provinces","Adjusted total income","Number",0.328
2014,"Atlantic provinces","Adjusted after-tax income","Number",0.288
2014,"Newfoundland and Labrador","Adjusted market income","Number",0.441
2014,"Newfoundland and Labrador","Adjusted total income","Number",0.334
2014,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.294
2014,"Prince Edward Island","Adjusted market income","Number",0.415
2014,"Prince Edward Island","Adjusted total income","Number",0.316
2014,"Prince Edward Island","Adjusted after-tax income","Number",0.276
2014,"Nova Scotia","Adjusted market income","Number",0.424
2014,"Nova Scotia","Adjusted total income","Number",0.332
2014,"Nova Scotia","Adjusted after-tax income","Number",0.29
2014,"New Brunswick","Adjusted market income","Number",0.422
2014,"New Brunswick","Adjusted total income","Number",0.316
2014,"New Brunswick","Adjusted after-tax income","Number",0.277
2014,"Quebec","Adjusted market income","Number",0.427
2014,"Quebec","Adjusted total income","Number",0.329
2014,"Quebec","Adjusted after-tax income","Number",0.28
2014,"Ontario","Adjusted market income","Number",0.428
2014,"Ontario","Adjusted total income","Number",0.357
2014,"Ontario","Adjusted after-tax income","Number",0.315
2014,"Prairie provinces","Adjusted market income","Number",0.404
2014,"Prairie provinces","Adjusted total income","Number",0.354
2014,"Prairie provinces","Adjusted after-tax income","Number",0.318
2014,"Manitoba","Adjusted market income","Number",0.41
2014,"Manitoba","Adjusted total income","Number",0.337
2014,"Manitoba","Adjusted after-tax income","Number",0.297
2014,"Saskatchewan","Adjusted market income","Number",0.407
2014,"Saskatchewan","Adjusted total income","Number",0.345
2014,"Saskatchewan","Adjusted after-tax income","Number",0.305
2014,"Alberta","Adjusted market income","Number",0.392
2014,"Alberta","Adjusted total income","Number",0.352
2014,"Alberta","Adjusted after-tax income","Number",0.317
2014,"British Columbia","Adjusted market income","Number",0.414
2014,"British Columbia","Adjusted total income","Number",0.346
2014,"British Columbia","Adjusted after-tax income","Number",0.309
2015,"Canada","Adjusted market income","Number",0.435
2015,"Canada","Adjusted total income","Number",0.354
2015,"Canada","Adjusted after-tax income","Number",0.314
2015,"Atlantic provinces","Adjusted market income","Number",0.437
2015,"Atlantic provinces","Adjusted total income","Number",0.334
2015,"Atlantic provinces","Adjusted after-tax income","Number",0.295
2015,"Newfoundland and Labrador","Adjusted market income","Number",0.466
2015,"Newfoundland and Labrador","Adjusted total income","Number",0.357
2015,"Newfoundland and Labrador","Adjusted after-tax income","Number",0.314
2015,"Prince Edward Island","Adjusted market income","Number",0.407
2015,"Prince Edward Island","Adjusted total income","Number",0.314
2015,"Prince Edward Island","Adjusted after-tax income","Number",0.282
2015,"Nova Scotia","Adjusted market income","Number",0.435
2015,"Nova Scotia","Adjusted total income","Number",0.335
2015,"Nova Scotia","Adjusted after-tax income","Number",0.297
2015,"New Brunswick","Adjusted market income","Number",0.413
2015,"New Brunswick","Adjusted total income","Number",0.309
2015,"New Brunswick","Adjusted after-tax income","Number",0.273
2015,"Quebec","Adjusted market income","Number",0.433
2015,"Quebec","Adjusted total income","Number",0.329
2015,"Quebec","Adjusted after-tax income","Number",0.284
2015,"Ontario","Adjusted market income","Number",0.435
2015,"Ontario","Adjusted total income","Number",0.359
2015,"Ontario","Adjusted after-tax income","Number",0.317
2015,"Prairie provinces","Adjusted market income","Number",0.422
