"Year","GEO","Sex","Age","Reason","VALUE"
2013,"Quebec","Females","15 years and over","Own illness",21
2013,"Quebec","Females","15 years and over","Part-time employment, all reasons",511.2
2013,"Quebec","Females","15 years and over","Personal preference",145.8
2013,"Quebec","Males","15 years and over","Business conditions",39.6
2013,"Quebec","Males","15 years and over","Caring for children",2.9
2013,"Quebec","Males","15 years and over","Could not find full-time work",33.8
2013,"Quebec","Males","15 years and over","Going to school",113.4
2013,"Quebec","Males","15 years and over","Own illness",11
2013,"Quebec","Males","15 years and over","Part-time employment, all reasons",279.5
2013,"Quebec","Males","15 years and over","Personal preference",67.6
2014,"Alberta","Females","15 years and over","Business conditions",33.6
2014,"Alberta","Females","15 years and over","Caring for children",49.8
2014,"Alberta","Females","15 years and over","Could not find full-time work",10.7
2014,"Alberta","Females","15 years and over","Going to school",59.1
2014,"Alberta","Females","15 years and over","Own illness",9.6
2014,"Alberta","Females","15 years and over","Part-time employment, all reasons",261.8
2014,"Alberta","Females","15 years and over","Personal preference",82.8
2014,"Alberta","Males","15 years and over","Business conditions",17.8
2014,"Alberta","Males","15 years and over","Caring for children",NA
2014,"Alberta","Males","15 years and over","Could not find full-time work",5.3
2014,"Alberta","Males","15 years and over","Going to school",44.3
2014,"Alberta","Males","15 years and over","Own illness",6.4
2014,"Alberta","Males","15 years and over","Part-time employment, all reasons",111.2
2014,"Alberta","Males","15 years and over","Personal preference",32.3
2014,"British Columbia","Females","15 years and over","Business conditions",63.8
2014,"British Columbia","Females","15 years and over","Caring for children",59
2014,"British Columbia","Females","15 years and over","Could not find full-time work",22.7
2014,"British Columbia","Females","15 years and over","Going to school",69.3
2014,"British Columbia","Females","15 years and over","Own illness",14.3
2014,"British Columbia","Females","15 years and over","Part-time employment, all reasons",339.5
2014,"British Columbia","Females","15 years and over","Personal preference",92
2014,"British Columbia","Males","15 years and over","Business conditions",42.5
2014,"British Columbia","Males","15 years and over","Caring for children",2.9
2014,"British Columbia","Males","15 years and over","Could not find full-time work",12.4
2014,"British Columbia","Males","15 years and over","Going to school",47.1
2014,"British Columbia","Males","15 years and over","Own illness",8.4
2014,"British Columbia","Males","15 years and over","Part-time employment, all reasons",168.8
2014,"British Columbia","Males","15 years and over","Personal preference",48.3
2014,"Canada","Females","15 years and over","Business conditions",434.9
2014,"Canada","Females","15 years and over","Caring for children",262.6
2014,"Canada","Females","15 years and over","Could not find full-time work",174
2014,"Canada","Females","15 years and over","Going to school",584.8
2014,"Canada","Females","15 years and over","Own illness",78.5
2014,"Canada","Females","15 years and over","Part-time employment, all reasons",2281.4
2014,"Canada","Females","15 years and over","Personal preference",628.4
2014,"Canada","Males","15 years and over","Business conditions",257.9
2014,"Canada","Males","15 years and over","Caring for children",12.1
2014,"Canada","Males","15 years and over","Could not find full-time work",91.2
2014,"Canada","Males","15 years and over","Going to school",409.8
2014,"Canada","Males","15 years and over","Own illness",50.6
2014,"Canada","Males","15 years and over","Part-time employment, all reasons",1172.5
2014,"Canada","Males","15 years and over","Personal preference",310.3
2014,"Ontario","Females","15 years and over","Business conditions",221
2014,"Ontario","Females","15 years and over","Caring for children",88.4
2014,"Ontario","Females","15 years and over","Could not find full-time work",62.8
2014,"Ontario","Females","15 years and over","Going to school",220
2014,"Ontario","Females","15 years and over","Own illness",25.5
2014,"Ontario","Females","15 years and over","Part-time employment, all reasons",874.5
2014,"Ontario","Females","15 years and over","Personal preference",220.7
2014,"Ontario","Males","15 years and over","Business conditions",125.9
2014,"Ontario","Males","15 years and over","Caring for children",4.7
2014,"Ontario","Males","15 years and over","Could not find full-time work",33.6
2014,"Ontario","Males","15 years and over","Going to school",158.5
2014,"Ontario","Males","15 years and over","Own illness",18.9
2014,"Ontario","Males","15 years and over","Part-time employment, all reasons",468
2014,"Ontario","Males","15 years and over","Personal preference",113.7
2014,"Quebec","Females","15 years and over","Business conditions",59.4
2014,"Quebec","Females","15 years and over","Caring for children",30.5
2014,"Quebec","Females","15 years and over","Could not find full-time work",60.6
2014,"Quebec","Females","15 years and over","Going to school",171.6
2014,"Quebec","Females","15 years and over","Own illness",19.1
2014,"Quebec","Females","15 years and over","Part-time employment, all reasons",527
2014,"Quebec","Females","15 years and over","Personal preference",152.9
2014,"Quebec","Males","15 years and over","Business conditions",42.8
2014,"Quebec","Males","15 years and over","Caring for children",2
2014,"Quebec","Males","15 years and over","Could not find full-time work",32.5
2014,"Quebec","Males","15 years and over","Going to school",117.1
2014,"Quebec","Males","15 years and over","Own illness",11.2
2014,"Quebec","Males","15 years and over","Part-time employment, all reasons",293.5
2014,"Quebec","Males","15 years and over","Personal preference",75.9
2015,"Alberta","Females","15 years and over","Business conditions",38.8
2015,"Alberta","Females","15 years and over","Caring for children",52
2015,"Alberta","Females","15 years and over","Could not find full-time work",10.5
2015,"Alberta","Females","15 years and over","Going to school",59.7
2015,"Alberta","Females","15 years and over","Own illness",11.1
2015,"Alberta","Females","15 years and over","Part-time employment, all reasons",268.9
2015,"Alberta","Females","15 years and over","Personal preference",78.2
2015,"Alberta","Males","15 years and over","Business conditions",25.5
2015,"Alberta","Males","15 years and over","Caring for children",NA
2015,"Alberta","Males","15 years and over","Could not find full-time work",5.5
2015,"Alberta","Males","15 years and over","Going to school",42.7
2015,"Alberta","Males","15 years and over","Own illness",6.2
2015,"Alberta","Males","15 years and over","Part-time employment, all reasons",122.3
2015,"Alberta","Males","15 years and over","Personal preference",36.2
2015,"British Columbia","Females","15 years and over","Business conditions",56.6
2015,"British Columbia","Females","15 years and over","Caring for children",57.3
2015,"British Columbia","Females","15 years and over","Could not find full-time work",18.9
2015,"British Columbia","Females","15 years and over","Going to school",65.2
2015,"British Columbia","Females","15 years and over","Own illness",14.1
2015,"British Columbia","Females","15 years and over","Part-time employment, all reasons",324.5
2015,"British Columbia","Females","15 years and over","Personal preference",91.2
2015,"British Columbia","Males","15 years and over","Business conditions",36.6
2015,"British Columbia","Males","15 years and over","Caring for children",2.9
2015,"British Columbia","Males","15 years and over","Could not find full-time work",10.7
2015,"British Columbia","Males","15 years and over","Going to school",49.6
2015,"British Columbia","Males","15 years and over","Own illness",9.2
2015,"British Columbia","Males","15 years and over","Part-time employment, all reasons",161.3
2015,"British Columbia","Males","15 years and over","Personal preference",44.8
2015,"Canada","Females","15 years and over","Business conditions",411.5
2015,"Canada","Females","15 years and over","Caring for children",261.5
2015,"Canada","Females","15 years and over","Could not find full-time work",161.8
2015,"Canada","Females","15 years and over","Going to school",574.4
2015,"Canada","Females","15 years and over","Own illness",86.3
2015,"Canada","Females","15 years and over","Part-time employment, all reasons",2229.6
2015,"Canada","Females","15 years and over","Personal preference",607
2015,"Canada","Males","15 years and over","Business conditions",239
2015,"Canada","Males","15 years and over","Caring for children",10.2
2015,"Canada","Males","15 years and over","Could not find full-time work",87
2015,"Canada","Males","15 years and over","Going to school",414.6
2015,"Canada","Males","15 years and over","Own illness",50
2015,"Canada","Males","15 years and over","Part-time employment, all reasons",1164.3
2015,"Canada","Males","15 years and over","Personal preference",313.3
2015,"Ontario","Females","15 years and over","Business conditions",195.1
2015,"Ontario","Females","15 years and over","Caring for children",89.4
2015,"Ontario","Females","15 years and over","Could not find full-time work",62.2
2015,"Ontario","Females","15 years and over","Going to school",217.7
2015,"Ontario","Females","15 years and over","Own illness",30.3
2015,"Ontario","Females","15 years and over","Part-time employment, all reasons",852.9
2015,"Ontario","Females","15 years and over","Personal preference",218.8
2015,"Ontario","Males","15 years and over","Business conditions",105.7
2015,"Ontario","Males","15 years and over","Caring for children",4.1
2015,"Ontario","Males","15 years and over","Could not find full-time work",30.1
2015,"Ontario","Males","15 years and over","Going to school",159.1
2015,"Ontario","Males","15 years and over","Own illness",18.1
2015,"Ontario","Males","15 years and over","Part-time employment, all reasons",454.1
2015,"Ontario","Males","15 years and over","Personal preference",118.2
2015,"Quebec","Females","15 years and over","Business conditions",65.9
2015,"Quebec","Females","15 years and over","Caring for children",28.6
2015,"Quebec","Females","15 years and over","Could not find full-time work",55.2
2015,"Quebec","Females","15 years and over","Going to school",167.4
2015,"Quebec","Females","15 years and over","Own illness",20.7
2015,"Quebec","Females","15 years and over","Part-time employment, all reasons",511.6
2015,"Quebec","Females","15 years and over","Personal preference",141.8
2015,"Quebec","Males","15 years and over","Business conditions",41.5
2015,"Quebec","Males","15 years and over","Caring for children",NA
2015,"Quebec","Males","15 years and over","Could not find full-time work",33
2015,"Quebec","Males","15 years and over","Going to school",118.7
2015,"Quebec","Males","15 years and over","Own illness",10.5
2015,"Quebec","Males","15 years and over","Part-time employment, all reasons",292.3
2015,"Quebec","Males","15 years and over","Personal preference",74
2016,"Alberta","Females","15 years and over","Business conditions",48.2
2016,"Alberta","Females","15 years and over","Caring for children",49.2
2016,"Alberta","Females","15 years and over","Could not find full-time work",16.7
2016,"Alberta","Females","15 years and over","Going to school",58.1
2016,"Alberta","Females","15 years and over","Own illness",9.9
2016,"Alberta","Females","15 years and over","Part-time employment, all reasons",276.8
2016,"Alberta","Females","15 years and over","Personal preference",72.5
2016,"Alberta","Males","15 years and over","Business conditions",37
2016,"Alberta","Males","15 years and over","Caring for children",2.2
2016,"Alberta","Males","15 years and over","Could not find full-time work",10.8
2016,"Alberta","Males","15 years and over","Going to school",44.9
2016,"Alberta","Males","15 years and over","Own illness",6.4
2016,"Alberta","Males","15 years and over","Part-time employment, all reasons",140.6
2016,"Alberta","Males","15 years and over","Personal preference",32.4
2016,"British Columbia","Females","15 years and over","Business conditions",49.8
2016,"British Columbia","Females","15 years and over","Caring for children",59
2016,"British Columbia","Females","15 years and over","Could not find full-time work",20.8
2016,"British Columbia","Females","15 years and over","Going to school",79.6
2016,"British Columbia","Females","15 years and over","Own illness",19.1
2016,"British Columbia","Females","15 years and over","Part-time employment, all reasons",354.1
2016,"British Columbia","Females","15 years and over","Personal preference",97.4
2016,"British Columbia","Males","15 years and over","Business conditions",34.9
2016,"British Columbia","Males","15 years and over","Caring for children",4.2
2016,"British Columbia","Males","15 years and over","Could not find full-time work",10.9
2016,"British Columbia","Males","15 years and over","Going to school",53.2
2016,"British Columbia","Males","15 years and over","Own illness",11.1
2016,"British Columbia","Males","15 years and over","Part-time employment, all reasons",172.8
2016,"British Columbia","Males","15 years and over","Personal preference",49.5
2016,"Canada","Females","15 years and over","Business conditions",359.9
2016,"Canada","Females","15 years and over","Caring for children",269.9
2016,"Canada","Females","15 years and over","Could not find full-time work",182.7
2016,"Canada","Females","15 years and over","Going to school",584.3
2016,"Canada","Females","15 years and over","Own illness",87.8
2016,"Canada","Females","15 years and over","Part-time employment, all reasons",2265
2016,"Canada","Females","15 years and over","Personal preference",611
2016,"Canada","Males","15 years and over","Business conditions",235.2
2016,"Canada","Males","15 years and over","Caring for children",16.6
2016,"Canada","Males","15 years and over","Could not find full-time work",101
2016,"Canada","Males","15 years and over","Going to school",417
2016,"Canada","Males","15 years and over","Own illness",58.8
2016,"Canada","Males","15 years and over","Part-time employment, all reasons",1217
2016,"Canada","Males","15 years and over","Personal preference",320.2
2016,"Ontario","Females","15 years and over","Business conditions",161.4
2016,"Ontario","Females","15 years and over","Caring for children",96.8
2016,"Ontario","Females","15 years and over","Could not find full-time work",71.4
2016,"Ontario","Females","15 years and over","Going to school",211.9
2016,"Ontario","Females","15 years and over","Own illness",27.4
2016,"Ontario","Females","15 years and over","Part-time employment, all reasons",851.4
2016,"Ontario","Females","15 years and over","Personal preference",224.8
2016,"Ontario","Males","15 years and over","Business conditions",95.9
2016,"Ontario","Males","15 years and over","Caring for children",6.6
2016,"Ontario","Males","15 years and over","Could not find full-time work",38.3
2016,"Ontario","Males","15 years and over","Going to school",163.3
2016,"Ontario","Males","15 years and over","Own illness",21.6
2016,"Ontario","Males","15 years and over","Part-time employment, all reasons",474.5
2016,"Ontario","Males","15 years and over","Personal preference",123.2
2016,"Quebec","Females","15 years and over","Business conditions",50.5
2016,"Quebec","Females","15 years and over","Caring for children",29.2
2016,"Quebec","Females","15 years and over","Could not find full-time work",56.7
2016,"Quebec","Females","15 years and over","Going to school",171.1
2016,"Quebec","Females","15 years and over","Own illness",20.5
2016,"Quebec","Females","15 years and over","Part-time employment, all reasons",504.9
2016,"Quebec","Females","15 years and over","Personal preference",136.3
2016,"Quebec","Males","15 years and over","Business conditions",38.5
2016,"Quebec","Males","15 years and over","Caring for children",1.9
2016,"Quebec","Males","15 years and over","Could not find full-time work",31.2
2016,"Quebec","Males","15 years and over","Going to school",110.3
2016,"Quebec","Males","15 years and over","Own illness",13.3
2016,"Quebec","Males","15 years and over","Part-time employment, all reasons",290
2016,"Quebec","Males","15 years and over","Personal preference",75
2017,"Alberta","Females","15 years and over","Business conditions",47.5
2017,"Alberta","Females","15 years and over","Caring for children",54.2
2017,"Alberta","Females","15 years and over","Could not find full-time work",21.6
2017,"Alberta","Females","15 years and over","Going to school",61.4
2017,"Alberta","Females","15 years and over","Own illness",8.9
2017,"Alberta","Females","15 years and over","Part-time employment, all reasons",285.1
2017,"Alberta","Females","15 years and over","Personal preference",73.2
2017,"Alberta","Males","15 years and over","Business conditions",28.6
2017,"Alberta","Males","15 years and over","Caring for children",1.9
2017,"Alberta","Males","15 years and over","Could not find full-time work",12
2017,"Alberta","Males","15 years and over","Going to school",41.9
2017,"Alberta","Males","15 years and over","Own illness",6.4
2017,"Alberta","Males","15 years and over","Part-time employment, all reasons",132.2
2017,"Alberta","Males","15 years and over","Personal preference",35.9
2017,"British Columbia","Females","15 years and over","Business conditions",47.6
2017,"British Columbia","Females","15 years and over","Caring for children",58.1
2017,"British Columbia","Females","15 years and over","Could not find full-time work",19.6
2017,"British Columbia","Females","15 years and over","Going to school",85.6
2017,"British Columbia","Females","15 years and over","Own illness",18.6
2017,"British Columbia","Females","15 years and over","Part-time employment, all reasons",357.8
2017,"British Columbia","Females","15 years and over","Personal preference",103
2017,"British Columbia","Males","15 years and over","Business conditions",32.4
2017,"British Columbia","Males","15 years and over","Caring for children",5.1
2017,"British Columbia","Males","15 years and over","Could not find full-time work",13.3
2017,"British Columbia","Males","15 years and over","Going to school",60.3
2017,"British Columbia","Males","15 years and over","Own illness",10.8
2017,"British Columbia","Males","15 years and over","Part-time employment, all reasons",189.4
2017,"British Columbia","Males","15 years and over","Personal preference",57
2017,"Canada","Females","15 years and over","Business conditions",355.6
2017,"Canada","Females","15 years and over","Caring for children",279.6
2017,"Canada","Females","15 years and over","Could not find full-time work",181.8
2017,"Canada","Females","15 years and over","Going to school",610.6
2017,"Canada","Females","15 years and over","Own illness",87.4
2017,"Canada","Females","15 years and over","Part-time employment, all reasons",2303.7
2017,"Canada","Females","15 years and over","Personal preference",638.3
2017,"Canada","Males","15 years and over","Business conditions",219.3
2017,"Canada","Males","15 years and over","Caring for children",18.7
2017,"Canada","Males","15 years and over","Could not find full-time work",106.4
2017,"Canada","Males","15 years and over","Going to school",452.7
2017,"Canada","Males","15 years and over","Own illness",60.9
2017,"Canada","Males","15 years and over","Part-time employment, all reasons",1270.7
2017,"Canada","Males","15 years and over","Personal preference",355.7
2017,"Ontario","Females","15 years and over","Business conditions",163.8
2017,"Ontario","Females","15 years and over","Caring for children",103.9
2017,"Ontario","Females","15 years and over","Could not find full-time work",68.1
2017,"Ontario","Females","15 years and over","Going to school",219.6
2017,"Ontario","Females","15 years and over","Own illness",29.9
2017,"Ontario","Females","15 years and over","Part-time employment, all reasons",878.8
2017,"Ontario","Females","15 years and over","Personal preference",232.9
2017,"Ontario","Males","15 years and over","Business conditions",96.5
2017,"Ontario","Males","15 years and over","Caring for children",8.2
2017,"Ontario","Males","15 years and over","Could not find full-time work",35.7
2017,"Ontario","Males","15 years and over","Going to school",182.1
2017,"Ontario","Males","15 years and over","Own illness",21.8
2017,"Ontario","Males","15 years and over","Part-time employment, all reasons",498
2017,"Ontario","Males","15 years and over","Personal preference",131.4
2017,"Quebec","Females","15 years and over","Business conditions",48
2017,"Quebec","Females","15 years and over","Caring for children",30.5
2017,"Quebec","Females","15 years and over","Could not find full-time work",54.3
2017,"Quebec","Females","15 years and over","Going to school",175.6
2017,"Quebec","Females","15 years and over","Own illness",20.1
2017,"Quebec","Females","15 years and over","Part-time employment, all reasons",507
2017,"Quebec","Females","15 years and over","Personal preference",148.3
2017,"Quebec","Males","15 years and over","Business conditions",34.2
2017,"Quebec","Males","15 years and over","Caring for children",1.5
2017,"Quebec","Males","15 years and over","Could not find full-time work",35.9
2017,"Quebec","Males","15 years and over","Going to school",121.7
2017,"Quebec","Males","15 years and over","Own illness",15.8
2017,"Quebec","Males","15 years and over","Part-time employment, all reasons",312.5
2017,"Quebec","Males","15 years and over","Personal preference",90.1
2018,"Alberta","Females","15 years and over","Business conditions",41.6
2018,"Alberta","Females","15 years and over","Caring for children",56.6
2018,"Alberta","Females","15 years and over","Could not find full-time work",20.7
2018,"Alberta","Females","15 years and over","Going to school",55.7
2018,"Alberta","Females","15 years and over","Own illness",10.3
2018,"Alberta","Females","15 years and over","Part-time employment, all reasons",279.8
2018,"Alberta","Females","15 years and over","Personal preference",74.2
2018,"Alberta","Males","15 years and over","Business conditions",26.3
2018,"Alberta","Males","15 years and over","Caring for children",2.3
2018,"Alberta","Males","15 years and over","Could not find full-time work",11.3
2018,"Alberta","Males","15 years and over","Going to school",38.1
2018,"Alberta","Males","15 years and over","Own illness",7
2018,"Alberta","Males","15 years and over","Part-time employment, all reasons",130.1
2018,"Alberta","Males","15 years and over","Personal preference",37.5
2018,"British Columbia","Females","15 years and over","Business conditions",39.8
2018,"British Columbia","Females","15 years and over","Caring for children",58.6
2018,"British Columbia","Females","15 years and over","Could not find full-time work",17.7
2018,"British Columbia","Females","15 years and over","Going to school",92.9
2018,"British Columbia","Females","15 years and over","Own illness",20.1
2018,"British Columbia","Females","15 years and over","Part-time employment, all reasons",369.9
2018,"British Columbia","Females","15 years and over","Personal preference",111.4
2018,"British Columbia","Males","15 years and over","Business conditions",30.3
2018,"British Columbia","Males","15 years and over","Caring for children",4.9
2018,"British Columbia","Males","15 years and over","Could not find full-time work",9.1
2018,"British Columbia","Males","15 years and over","Going to school",60.6
2018,"British Columbia","Males","15 years and over","Own illness",11.7
2018,"British Columbia","Males","15 years and over","Part-time employment, all reasons",183.4
2018,"British Columbia","Males","15 years and over","Personal preference",55.8
2018,"Canada","Females","15 years and over","Business conditions",313.6
2018,"Canada","Females","15 years and over","Caring for children",276.8
2018,"Canada","Females","15 years and over","Could not find full-time work",168.8
2018,"Canada","Females","15 years and over","Going to school",618
2018,"Canada","Females","15 years and over","Own illness",105.3
2018,"Canada","Females","15 years and over","Part-time employment, all reasons",2306.8
2018,"Canada","Females","15 years and over","Personal preference",657.9
2018,"Canada","Males","15 years and over","Business conditions",206.8
2018,"Canada","Males","15 years and over","Caring for children",18.2
2018,"Canada","Males","15 years and over","Could not find full-time work",85.8
2018,"Canada","Males","15 years and over","Going to school",458.6
2018,"Canada","Males","15 years and over","Own illness",61.4
2018,"Canada","Males","15 years and over","Part-time employment, all reasons",1241.8
2018,"Canada","Males","15 years and over","Personal preference",351
2018,"Ontario","Females","15 years and over","Business conditions",138.6
2018,"Ontario","Females","15 years and over","Caring for children",96.5
2018,"Ontario","Females","15 years and over","Could not find full-time work",62.2
2018,"Ontario","Females","15 years and over","Going to school",229.8
2018,"Ontario","Females","15 years and over","Own illness",39.1
2018,"Ontario","Females","15 years and over","Part-time employment, all reasons",863.9
2018,"Ontario","Females","15 years and over","Personal preference",235.3
2018,"Ontario","Males","15 years and over","Business conditions",93.3
2018,"Ontario","Males","15 years and over","Caring for children",7.3
2018,"Ontario","Males","15 years and over","Could not find full-time work",34.2
2018,"Ontario","Males","15 years and over","Going to school",188.8
2018,"Ontario","Males","15 years and over","Own illness",22.2
2018,"Ontario","Males","15 years and over","Part-time employment, all reasons",498.6
2018,"Ontario","Males","15 years and over","Personal preference",132.3
2018,"Quebec","Females","15 years and over","Business conditions",45.1
2018,"Quebec","Females","15 years and over","Caring for children",30.6
2018,"Quebec","Females","15 years and over","Could not find full-time work",50
2018,"Quebec","Females","15 years and over","Going to school",172.9
2018,"Quebec","Females","15 years and over","Own illness",24.9
2018,"Quebec","Females","15 years and over","Part-time employment, all reasons",516.8
2018,"Quebec","Females","15 years and over","Personal preference",157.8
2018,"Quebec","Males","15 years and over","Business conditions",29.9
2018,"Quebec","Males","15 years and over","Caring for children",1.5
2018,"Quebec","Males","15 years and over","Could not find full-time work",22.1
2018,"Quebec","Males","15 years and over","Going to school",122.7
2018,"Quebec","Males","15 years and over","Own illness",13.1
2018,"Quebec","Males","15 years and over","Part-time employment, all reasons",287.2
2018,"Quebec","Males","15 years and over","Personal preference",83.3
2019,"Alberta","Females","15 years and over","Business conditions",41.6
2019,"Alberta","Females","15 years and over","Caring for children",54.7
2019,"Alberta","Females","15 years and over","Could not find full-time work",17.9
2019,"Alberta","Females","15 years and over","Going to school",58.4
2019,"Alberta","Females","15 years and over","Own illness",12
2019,"Alberta","Females","15 years and over","Part-time employment, all reasons",284.8
2019,"Alberta","Females","15 years and over","Personal preference",71
2019,"Alberta","Males","15 years and over","Business conditions",27
2019,"Alberta","Males","15 years and over","Caring for children",1.6
2019,"Alberta","Males","15 years and over","Could not find full-time work",11.3
2019,"Alberta","Males","15 years and over","Going to school",43
2019,"Alberta","Males","15 years and over","Own illness",6.6
2019,"Alberta","Males","15 years and over","Part-time employment, all reasons",133.6
2019,"Alberta","Males","15 years and over","Personal preference",32.4
2019,"British Columbia","Females","15 years and over","Business conditions",40.8
2019,"British Columbia","Females","15 years and over","Caring for children",65.6
2019,"British Columbia","Females","15 years and over","Could not find full-time work",15.3
2019,"British Columbia","Females","15 years and over","Going to school",88.6
2019,"British Columbia","Females","15 years and over","Own illness",18.5
2019,"British Columbia","Females","15 years and over","Part-time employment, all reasons",374.9
2019,"British Columbia","Females","15 years and over","Personal preference",106.2
2019,"British Columbia","Males","15 years and over","Business conditions",29.9
2019,"British Columbia","Males","15 years and over","Caring for children",6.9
2019,"British Columbia","Males","15 years and over","Could not find full-time work",10.2
2019,"British Columbia","Males","15 years and over","Going to school",65.4
2019,"British Columbia","Males","15 years and over","Own illness",13.6
2019,"British Columbia","Males","15 years and over","Part-time employment, all reasons",207.8
2019,"British Columbia","Males","15 years and over","Personal preference",65.2
2019,"Canada","Females","15 years and over","Business conditions",288.5
2019,"Canada","Females","15 years and over","Caring for children",281.1
2019,"Canada","Females","15 years and over","Could not find full-time work",145
2019,"Canada","Females","15 years and over","Going to school",635.8
2019,"Canada","Females","15 years and over","Own illness",100.3
2019,"Canada","Females","15 years and over","Part-time employment, all reasons",2331.2
2019,"Canada","Females","15 years and over","Personal preference",657.7
2019,"Canada","Males","15 years and over","Business conditions",190.9
2019,"Canada","Males","15 years and over","Caring for children",21.2
2019,"Canada","Males","15 years and over","Could not find full-time work",87.6
2019,"Canada","Males","15 years and over","Going to school",475.3
2019,"Canada","Males","15 years and over","Own illness",62.4
2019,"Canada","Males","15 years and over","Part-time employment, all reasons",1311.9
2019,"Canada","Males","15 years and over","Personal preference",369.4
2019,"Ontario","Females","15 years and over","Business conditions",129.1
2019,"Ontario","Females","15 years and over","Caring for children",97
2019,"Ontario","Females","15 years and over","Could not find full-time work",58.4
2019,"Ontario","Females","15 years and over","Going to school",239.1
2019,"Ontario","Females","15 years and over","Own illness",35.7
2019,"Ontario","Females","15 years and over","Part-time employment, all reasons",875.4
2019,"Ontario","Females","15 years and over","Personal preference",239.9
2019,"Ontario","Males","15 years and over","Business conditions",85.6
2019,"Ontario","Males","15 years and over","Caring for children",8.1
2019,"Ontario","Males","15 years and over","Could not find full-time work",35.2
2019,"Ontario","Males","15 years and over","Going to school",186
2019,"Ontario","Males","15 years and over","Own illness",21.2
2019,"Ontario","Males","15 years and over","Part-time employment, all reasons",511.4
2019,"Ontario","Males","15 years and over","Personal preference",135.6
2019,"Quebec","Females","15 years and over","Business conditions",30.5
2019,"Quebec","Females","15 years and over","Caring for children",29.1
2019,"Quebec","Females","15 years and over","Could not find full-time work",38
2019,"Quebec","Females","15 years and over","Going to school",181
2019,"Quebec","Females","15 years and over","Own illness",22
2019,"Quebec","Females","15 years and over","Part-time employment, all reasons",516.1
2019,"Quebec","Females","15 years and over","Personal preference",161.8
2019,"Quebec","Males","15 years and over","Business conditions",22.3
2019,"Quebec","Males","15 years and over","Caring for children",2.6
2019,"Quebec","Males","15 years and over","Could not find full-time work",21.5
2019,"Quebec","Males","15 years and over","Going to school",131.6
2019,"Quebec","Males","15 years and over","Own illness",13.6
2019,"Quebec","Males","15 years and over","Part-time employment, all reasons",310.5
2019,"Quebec","Males","15 years and over","Personal preference",92.3
2020,"Alberta","Females","15 years and over","Business conditions",49.1
2020,"Alberta","Females","15 years and over","Caring for children",47.6
2020,"Alberta","Females","15 years and over","Could not find full-time work",16.2
2020,"Alberta","Females","15 years and over","Going to school",45.1
2020,"Alberta","Females","15 years and over","Own illness",8.4
2020,"Alberta","Females","15 years and over","Part-time employment, all reasons",253
2020,"Alberta","Females","15 years and over","Personal preference",52.7
2020,"Alberta","Males","15 years and over","Business conditions",31.3
2020,"Alberta","Males","15 years and over","Caring for children",3
2020,"Alberta","Males","15 years and over","Could not find full-time work",11.3
2020,"Alberta","Males","15 years and over","Going to school",36.2
2020,"Alberta","Males","15 years and over","Own illness",6.3
2020,"Alberta","Males","15 years and over","Part-time employment, all reasons",133
2020,"Alberta","Males","15 years and over","Personal preference",30.2
2020,"British Columbia","Females","15 years and over","Business conditions",49.1
2020,"British Columbia","Females","15 years and over","Caring for children",55.4
2020,"British Columbia","Females","15 years and over","Could not find full-time work",14.4
2020,"British Columbia","Females","15 years and over","Going to school",67.9
2020,"British Columbia","Females","15 years and over","Own illness",18.1
2020,"British Columbia","Females","15 years and over","Part-time employment, all reasons",343.5
2020,"British Columbia","Females","15 years and over","Personal preference",94.9
2020,"British Columbia","Males","15 years and over","Business conditions",43.5
2020,"British Columbia","Males","15 years and over","Caring for children",3.6
2020,"British Columbia","Males","15 years and over","Could not find full-time work",7.4
2020,"British Columbia","Males","15 years and over","Going to school",47.8
2020,"British Columbia","Males","15 years and over","Own illness",9.3
2020,"British Columbia","Males","15 years and over","Part-time employment, all reasons",185.1
2020,"British Columbia","Males","15 years and over","Personal preference",53.6
2020,"Canada","Females","15 years and over","Business conditions",326.5
2020,"Canada","Females","15 years and over","Caring for children",249.1
2020,"Canada","Females","15 years and over","Could not find full-time work",122.7
2020,"Canada","Females","15 years and over","Going to school",504
2020,"Canada","Females","15 years and over","Own illness",85.2
2020,"Canada","Females","15 years and over","Part-time employment, all reasons",2076.5
2020,"Canada","Females","15 years and over","Personal preference",525.7
2020,"Canada","Males","15 years and over","Business conditions",231.7
2020,"Canada","Males","15 years and over","Caring for children",18.2
2020,"Canada","Males","15 years and over","Could not find full-time work",77.7
2020,"Canada","Males","15 years and over","Going to school",365.2
2020,"Canada","Males","15 years and over","Own illness",46.9
2020,"Canada","Males","15 years and over","Part-time employment, all reasons",1169.7
2020,"Canada","Males","15 years and over","Personal preference",302.5
2020,"Ontario","Females","15 years and over","Business conditions",145.7
2020,"Ontario","Females","15 years and over","Caring for children",89.4
2020,"Ontario","Females","15 years and over","Could not find full-time work",50
2020,"Ontario","Females","15 years and over","Going to school",183
2020,"Ontario","Females","15 years and over","Own illness",28.8
2020,"Ontario","Females","15 years and over","Part-time employment, all reasons",783.8
2020,"Ontario","Females","15 years and over","Personal preference",187.9
2020,"Ontario","Males","15 years and over","Business conditions",94.7
2020,"Ontario","Males","15 years and over","Caring for children",7.3
2020,"Ontario","Males","15 years and over","Could not find full-time work",32.1
2020,"Ontario","Males","15 years and over","Going to school",130.4
2020,"Ontario","Males","15 years and over","Own illness",15.7
2020,"Ontario","Males","15 years and over","Part-time employment, all reasons",441.1
