"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE"
1994,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",32973
1994,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2688
1994,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1184
1994,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",11049
1994,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",386
1994,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",901
1994,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",164
1994,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",228
1994,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",40700
1994,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",31656
1994,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",41092
1994,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",13628
1994,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",428
1994,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",16324
1994,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",4696
1994,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",828
1994,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6220
1994,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",196
1994,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",464
1994,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",236
1994,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",140
1994,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-1.548
1994,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",0.611
1994,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",1.278
1994,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.096
1994,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.029
1994,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",1.428
1994,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.091
1994,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.263
1994,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.343
1994,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0.746
1994,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-7.625
1994,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",7.151
1994,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",0.417
1994,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",71457
1994,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",58037
1994,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",31185
1994,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",18856
1994,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",715
1994,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",30826
1994,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2291
1994,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",925
1994,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",9443
1994,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",344
1994,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",834
1994,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",145
1994,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",204
1994,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",63912
1994,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49059
1994,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",32657
1994,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",17115
1994,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",665
1994,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",26131
1994,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2496
1994,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",874
1994,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",8529
1994,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",319
1994,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",746
1994,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",172
1994,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",179
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",77209
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",63546
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",34609
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",20890
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",754
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",30361
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2727
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1389
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",11113
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",386
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",684
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",278
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",234
1995,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",37964
1995,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",32316
1995,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",41412
1995,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",13556
1995,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",404
1995,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",15300
1995,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",4788
1995,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",976
1995,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6292
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",196
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",360
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",396
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",148
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-2.236
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",0.348
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.366
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.007
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",-0.084
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-4.55
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.244
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.501
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.125
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",0
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-10.842
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",15.665
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",0.359
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",66457
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",58849
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",30835
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",18845
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",675
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",28384
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2328
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1086
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",9496
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",344
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",633
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",245
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",210
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",59440
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",49746
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",32290
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",17106
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",628
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",24061
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2535
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1025
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",8576
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",319
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",566
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",290
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",184
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",72864
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",61250
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",37492
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",20380
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",777
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",29791
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2749
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1489
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",11155
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",363
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",531
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",337
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",234
1995,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",35676
1995,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",31088
1995,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",44044
1995,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",13200
1995,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",416
1995,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",15236
1995,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",4732
1995,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",1048
1995,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6308
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",188
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",280
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",484
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",144
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-1.709
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-0.935
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",2.74
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",-0.265
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.044
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",-1.039
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",0.137
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.253
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",0.087
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",-1.07
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",-7.315
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",7.658
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",0
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",62717
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",56724
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",33404
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",18384
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",695
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",27850
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2345
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1163
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",9533
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",324
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",492
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",298
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",210
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",56095
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",47948
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",34979
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",16689
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",646
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",23609
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2553
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1099
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",8609
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",300
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",439
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",353
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",184
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",72042
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",61009
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",37147
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",20817
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",784
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",30511
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2699
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1495
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",11117
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",355
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",555
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",343
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",221
1995,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",35048
1995,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",31040
1995,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",43176
1995,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",13312
1995,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",420
1995,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",15576
1995,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",4552
1995,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",1060
1995,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",6104
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",184
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",292
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",480
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",136
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: residential structures","Percent","units",-0.324
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: non-residential structures","Percent","units",-0.099
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: machinery and equipment","Percent","units",-0.326
1995,"Canada","Contributions to percent change","Business gross fixed capital formation: intellectual property products","Percent","units",0.227
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: residential structures","Percent","units",0.014
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: non-residential structures","Percent","units",1.334
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: machinery and equipment","Percent","units",-0.312
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: weapons systems","Percent","units",0.015
1995,"Canada","Contributions to percent change","General governments gross fixed capital formation: intellectual property products","Percent","units",-0.077
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: residential investment","Percent","units",-0.38
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Percent","units",1.16
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Percent","units",0.781
1995,"Canada","Contributions to percent change","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Percent","units",-0.734
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",62010
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",56500
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",33094
1995,"Canada","Chained (2012) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",18779
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",702
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",28525
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2303
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1168
1995,"Canada","Chained (2012) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",9499
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",317
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",514
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",304
1995,"Canada","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",198
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",55462
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",47759
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",34656
1995,"Canada","Chained (2007) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",17048
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",653
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",24179
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2508
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1104
1995,"Canada","Chained (2007) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",8580
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",293
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",459
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",359
1995,"Canada","Chained (2007) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",174
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: residential structures","Dollars","millions",72339
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: non-residential structures","Dollars","millions",59462
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: machinery and equipment","Dollars","millions",37779
1995,"Canada","Chained (2017) dollars","Business gross fixed capital formation: intellectual property products","Dollars","millions",21361
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: residential structures","Dollars","millions",747
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: non-residential structures","Dollars","millions",30508
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",2846
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: weapons systems","Dollars","millions",1421
1995,"Canada","Chained (2017) dollars","General governments gross fixed capital formation: intellectual property products","Dollars","millions",11317
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",355
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",636
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: machinery and equipment","Dollars","millions",313
1995,"Canada","Chained (2017) dollars","Non-profit institutions serving households' gross fixed capital formation: intellectual property products","Dollars","millions",234
1995,"Canada","Current prices","Business gross fixed capital formation: residential structures","Dollars","millions",35104
1995,"Canada","Current prices","Business gross fixed capital formation: non-residential structures","Dollars","millions",30348
1995,"Canada","Current prices","Business gross fixed capital formation: machinery and equipment","Dollars","millions",44060
1995,"Canada","Current prices","Business gross fixed capital formation: intellectual property products","Dollars","millions",13600
1995,"Canada","Current prices","General governments gross fixed capital formation: residential structures","Dollars","millions",400
1995,"Canada","Current prices","General governments gross fixed capital formation: non-residential structures","Dollars","millions",15700
1995,"Canada","Current prices","General governments gross fixed capital formation: machinery and equipment","Dollars","millions",4776
1995,"Canada","Current prices","General governments gross fixed capital formation: weapons systems","Dollars","millions",1032
1995,"Canada","Current prices","General governments gross fixed capital formation: intellectual property products","Dollars","millions",5880
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: residential investment","Dollars","millions",184
1995,"Canada","Current prices","Non-profit institutions serving households' gross fixed capital formation: non-residential investment","Dollars","millions",340
