"Year","GEO","Prices","Estimates","UOM","SCALAR_FACTOR","VALUE","GDP","Estimate_per_GDP"
2002,"Outside Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",896,896,100
2002,"Outside Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",0,896,0
2002,"Outside Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,896,NA
2002,"Outside Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",0,896,0
2002,"Outside Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,896,NA
2002,"Outside Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",0,896,0
2002,"Outside Canada","Chained (2017) dollars","Residential structures","Dollars","millions",0,896,0
2002,"Outside Canada","Current prices","Business gross fixed capital formation","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","General governments final consumption expenditure","Dollars","millions",868,585,148.4
2002,"Outside Canada","Current prices","Gross domestic product at market prices","Dollars","millions",585,585,100
2002,"Outside Canada","Current prices","Intellectual property products","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","Machinery and equipment","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","Non-residential Investment","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","Non-residential structures","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",0,585,0
2002,"Outside Canada","Current prices","Residential structures","Dollars","millions",0,585,0
2002,"Prince Edward Island","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",602,5178,11.6
2002,"Prince Edward Island","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1664,5178,32.1
2002,"Prince Edward Island","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",5178,5178,100
2002,"Prince Edward Island","Chained (2017) dollars","Intellectual property products","Dollars","millions",23,5178,0.4
2002,"Prince Edward Island","Chained (2017) dollars","Machinery and equipment","Dollars","millions",157,5178,3
2002,"Prince Edward Island","Chained (2017) dollars","Non-residential Investment","Dollars","millions",315,5178,6
2002,"Prince Edward Island","Chained (2017) dollars","Non-residential structures","Dollars","millions",143,5178,2.8
2002,"Prince Edward Island","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",292,5178,5.6
2002,"Prince Edward Island","Chained (2017) dollars","Residential structures","Dollars","millions",286,5178,5.5
2002,"Prince Edward Island","Current prices","Business gross fixed capital formation","Dollars","millions",509,3715,13.7
2002,"Prince Edward Island","Current prices","General governments final consumption expenditure","Dollars","millions",1128,3715,30.4
2002,"Prince Edward Island","Current prices","Gross domestic product at market prices","Dollars","millions",3715,3715,100
2002,"Prince Edward Island","Current prices","Intellectual property products","Dollars","millions",20,3715,0.5
2002,"Prince Edward Island","Current prices","Machinery and equipment","Dollars","millions",177,3715,4.8
2002,"Prince Edward Island","Current prices","Non-residential Investment","Dollars","millions",301,3715,8.1
2002,"Prince Edward Island","Current prices","Non-residential structures","Dollars","millions",104,3715,2.8
2002,"Prince Edward Island","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",281,3715,7.6
2002,"Prince Edward Island","Current prices","Residential structures","Dollars","millions",208,3715,5.6
2002,"Quebec","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",48241,332523,14.5
2002,"Quebec","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",79019,332523,23.8
2002,"Quebec","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",332523,332523,100
2002,"Quebec","Chained (2017) dollars","Intellectual property products","Dollars","millions",7264,332523,2.2
2002,"Quebec","Chained (2017) dollars","Machinery and equipment","Dollars","millions",9914,332523,3
2002,"Quebec","Chained (2017) dollars","Non-residential Investment","Dollars","millions",27480,332523,8.3
2002,"Quebec","Chained (2017) dollars","Non-residential structures","Dollars","millions",10560,332523,3.2
2002,"Quebec","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",20216,332523,6.1
2002,"Quebec","Chained (2017) dollars","Residential structures","Dollars","millions",20656,332523,6.2
2002,"Quebec","Current prices","Business gross fixed capital formation","Dollars","millions",38085,250562,15.2
2002,"Quebec","Current prices","General governments final consumption expenditure","Dollars","millions",54923,250562,21.9
2002,"Quebec","Current prices","Gross domestic product at market prices","Dollars","millions",250562,250562,100
2002,"Quebec","Current prices","Intellectual property products","Dollars","millions",5656,250562,2.3
2002,"Quebec","Current prices","Machinery and equipment","Dollars","millions",11968,250562,4.8
2002,"Quebec","Current prices","Non-residential Investment","Dollars","millions",24557,250562,9.8
2002,"Quebec","Current prices","Non-residential structures","Dollars","millions",6933,250562,2.8
2002,"Quebec","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",18901,250562,7.5
2002,"Quebec","Current prices","Residential structures","Dollars","millions",13528,250562,5.4
2002,"Saskatchewan","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",8403,56609,14.8
2002,"Saskatchewan","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",12315,56609,21.8
2002,"Saskatchewan","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",56609,56609,100
2002,"Saskatchewan","Chained (2017) dollars","Intellectual property products","Dollars","millions",666,56609,1.2
2002,"Saskatchewan","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1736,56609,3.1
2002,"Saskatchewan","Chained (2017) dollars","Non-residential Investment","Dollars","millions",6308,56609,11.2
2002,"Saskatchewan","Chained (2017) dollars","Non-residential structures","Dollars","millions",4013,56609,7.1
2002,"Saskatchewan","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",5642,56609,10
2002,"Saskatchewan","Chained (2017) dollars","Residential structures","Dollars","millions",2111,56609,3.7
2002,"Saskatchewan","Current prices","Business gross fixed capital formation","Dollars","millions",5969,35095,17
2002,"Saskatchewan","Current prices","General governments final consumption expenditure","Dollars","millions",7849,35095,22.4
2002,"Saskatchewan","Current prices","Gross domestic product at market prices","Dollars","millions",35095,35095,100
2002,"Saskatchewan","Current prices","Intellectual property products","Dollars","millions",460,35095,1.3
2002,"Saskatchewan","Current prices","Machinery and equipment","Dollars","millions",1922,35095,5.5
2002,"Saskatchewan","Current prices","Non-residential Investment","Dollars","millions",4863,35095,13.8
2002,"Saskatchewan","Current prices","Non-residential structures","Dollars","millions",2481,35095,7.1
2002,"Saskatchewan","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",4403,35095,12.5
2002,"Saskatchewan","Current prices","Residential structures","Dollars","millions",1106,35095,3.2
2002,"Yukon","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",267,1797,14.9
2002,"Yukon","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1174,1797,65.3
2002,"Yukon","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",1797,1797,100
2002,"Yukon","Chained (2017) dollars","Intellectual property products","Dollars","millions",24,1797,1.3
2002,"Yukon","Chained (2017) dollars","Machinery and equipment","Dollars","millions",61,1797,3.4
2002,"Yukon","Chained (2017) dollars","Non-residential Investment","Dollars","millions",139,1797,7.7
2002,"Yukon","Chained (2017) dollars","Non-residential structures","Dollars","millions",44,1797,2.4
2002,"Yukon","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",115,1797,6.4
2002,"Yukon","Chained (2017) dollars","Residential structures","Dollars","millions",130,1797,7.2
2002,"Yukon","Current prices","Business gross fixed capital formation","Dollars","millions",201,1318,15.3
2002,"Yukon","Current prices","General governments final consumption expenditure","Dollars","millions",778,1318,59
2002,"Yukon","Current prices","Gross domestic product at market prices","Dollars","millions",1318,1318,100
2002,"Yukon","Current prices","Intellectual property products","Dollars","millions",17,1318,1.3
2002,"Yukon","Current prices","Machinery and equipment","Dollars","millions",76,1318,5.8
2002,"Yukon","Current prices","Non-residential Investment","Dollars","millions",120,1318,9.1
2002,"Yukon","Current prices","Non-residential structures","Dollars","millions",27,1318,2
2002,"Yukon","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",103,1318,7.8
2002,"Yukon","Current prices","Residential structures","Dollars","millions",81,1318,6.1
2003,"Alberta","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",63472,229834,27.6
2003,"Alberta","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",37456,229834,16.3
2003,"Alberta","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",229834,229834,100
2003,"Alberta","Chained (2017) dollars","Intellectual property products","Dollars","millions",8047,229834,3.5
2003,"Alberta","Chained (2017) dollars","Machinery and equipment","Dollars","millions",12432,229834,5.4
2003,"Alberta","Chained (2017) dollars","Non-residential Investment","Dollars","millions",49004,229834,21.3
2003,"Alberta","Chained (2017) dollars","Non-residential structures","Dollars","millions",28976,229834,12.6
2003,"Alberta","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",40957,229834,17.8
2003,"Alberta","Chained (2017) dollars","Residential structures","Dollars","millions",14955,229834,6.5
2003,"Alberta","Current prices","Business gross fixed capital formation","Dollars","millions",42767,174133,24.6
2003,"Alberta","Current prices","General governments final consumption expenditure","Dollars","millions",25713,174133,14.8
2003,"Alberta","Current prices","Gross domestic product at market prices","Dollars","millions",174133,174133,100
2003,"Alberta","Current prices","Intellectual property products","Dollars","millions",5282,174133,3
2003,"Alberta","Current prices","Machinery and equipment","Dollars","millions",12940,174133,7.4
2003,"Alberta","Current prices","Non-residential Investment","Dollars","millions",34304,174133,19.7
2003,"Alberta","Current prices","Non-residential structures","Dollars","millions",16082,174133,9.2
2003,"Alberta","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",29022,174133,16.7
2003,"Alberta","Current prices","Residential structures","Dollars","millions",8463,174133,4.9
2003,"British Columbia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",35701,195226,18.3
2003,"British Columbia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",40364,195226,20.7
2003,"British Columbia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",195226,195226,100
2003,"British Columbia","Chained (2017) dollars","Intellectual property products","Dollars","millions",3608,195226,1.8
2003,"British Columbia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",5234,195226,2.7
2003,"British Columbia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",18020,195226,9.2
2003,"British Columbia","Chained (2017) dollars","Non-residential structures","Dollars","millions",9419,195226,4.8
2003,"British Columbia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",14412,195226,7.4
2003,"British Columbia","Chained (2017) dollars","Residential structures","Dollars","millions",17580,195226,9
2003,"British Columbia","Current prices","Business gross fixed capital formation","Dollars","millions",24717,151958,16.3
2003,"British Columbia","Current prices","General governments final consumption expenditure","Dollars","millions",30095,151958,19.8
2003,"British Columbia","Current prices","Gross domestic product at market prices","Dollars","millions",151958,151958,100
2003,"British Columbia","Current prices","Intellectual property products","Dollars","millions",2643,151958,1.7
2003,"British Columbia","Current prices","Machinery and equipment","Dollars","millions",5984,151958,3.9
2003,"British Columbia","Current prices","Non-residential Investment","Dollars","millions",14452,151958,9.5
2003,"British Columbia","Current prices","Non-residential structures","Dollars","millions",5825,151958,3.8
2003,"British Columbia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",11809,151958,7.8
2003,"British Columbia","Current prices","Residential structures","Dollars","millions",10265,151958,6.8
2003,"Canada","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",291965,1641560,17.8
2003,"Canada","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",350292,1641560,21.3
2003,"Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",1641560,1641560,100
2003,"Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",34864,1641560,2.1
2003,"Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",59549,1641560,3.6
2003,"Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",172110,1641560,10.5
2003,"Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",79033,1641560,4.8
2003,"Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",137246,1641560,8.4
2003,"Canada","Chained (2017) dollars","Residential structures","Dollars","millions",120391,1641560,7.3
2003,"Canada","Current prices","Business gross fixed capital formation","Dollars","millions",209871,1254747,16.7
2003,"Canada","Current prices","General governments final consumption expenditure","Dollars","millions",249646,1254747,19.9
2003,"Canada","Current prices","Gross domestic product at market prices","Dollars","millions",1254747,1254747,100
2003,"Canada","Current prices","Intellectual property products","Dollars","millions",26421,1254747,2.1
2003,"Canada","Current prices","Machinery and equipment","Dollars","millions",64157,1254747,5.1
2003,"Canada","Current prices","Non-residential Investment","Dollars","millions",138683,1254747,11
2003,"Canada","Current prices","Non-residential structures","Dollars","millions",48105,1254747,3.8
2003,"Canada","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",112262,1254747,8.9
2003,"Canada","Current prices","Residential structures","Dollars","millions",71188,1254747,5.7
2003,"Manitoba","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",7223,51072,14.1
2003,"Manitoba","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",14926,51072,29.2
2003,"Manitoba","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",51072,51072,100
2003,"Manitoba","Chained (2017) dollars","Intellectual property products","Dollars","millions",584,51072,1.1
2003,"Manitoba","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1933,51072,3.8
2003,"Manitoba","Chained (2017) dollars","Non-residential Investment","Dollars","millions",4554,51072,8.9
2003,"Manitoba","Chained (2017) dollars","Non-residential structures","Dollars","millions",2021,51072,4
2003,"Manitoba","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",3970,51072,7.8
2003,"Manitoba","Chained (2017) dollars","Residential structures","Dollars","millions",2667,51072,5.2
2003,"Manitoba","Current prices","Business gross fixed capital formation","Dollars","millions",5346,38580,13.9
2003,"Manitoba","Current prices","General governments final consumption expenditure","Dollars","millions",10026,38580,26
2003,"Manitoba","Current prices","Gross domestic product at market prices","Dollars","millions",38580,38580,100
2003,"Manitoba","Current prices","Intellectual property products","Dollars","millions",460,38580,1.2
2003,"Manitoba","Current prices","Machinery and equipment","Dollars","millions",2122,38580,5.5
2003,"Manitoba","Current prices","Non-residential Investment","Dollars","millions",3832,38580,9.9
2003,"Manitoba","Current prices","Non-residential structures","Dollars","millions",1250,38580,3.2
2003,"Manitoba","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",3372,38580,8.7
2003,"Manitoba","Current prices","Residential structures","Dollars","millions",1514,38580,3.9
2003,"New Brunswick","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",4121,32255,12.8
2003,"New Brunswick","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",9572,32255,29.7
2003,"New Brunswick","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",32255,32255,100
2003,"New Brunswick","Chained (2017) dollars","Intellectual property products","Dollars","millions",228,32255,0.7
2003,"New Brunswick","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1012,32255,3.1
2003,"New Brunswick","Chained (2017) dollars","Non-residential Investment","Dollars","millions",2459,32255,7.6
2003,"New Brunswick","Chained (2017) dollars","Non-residential structures","Dollars","millions",1300,32255,4
2003,"New Brunswick","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2231,32255,6.9
2003,"New Brunswick","Chained (2017) dollars","Residential structures","Dollars","millions",1687,32255,5.2
2003,"New Brunswick","Current prices","Business gross fixed capital formation","Dollars","millions",3398,23179,14.7
2003,"New Brunswick","Current prices","General governments final consumption expenditure","Dollars","millions",6466,23179,27.9
2003,"New Brunswick","Current prices","Gross domestic product at market prices","Dollars","millions",23179,23179,100
2003,"New Brunswick","Current prices","Intellectual property products","Dollars","millions",188,23179,0.8
2003,"New Brunswick","Current prices","Machinery and equipment","Dollars","millions",1098,23179,4.7
2003,"New Brunswick","Current prices","Non-residential Investment","Dollars","millions",2163,23179,9.3
2003,"New Brunswick","Current prices","Non-residential structures","Dollars","millions",877,23179,3.8
2003,"New Brunswick","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",1975,23179,8.5
2003,"New Brunswick","Current prices","Residential structures","Dollars","millions",1235,23179,5.3
2003,"Newfoundland and Labrador","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",4346,29332,14.8
2003,"Newfoundland and Labrador","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",6828,29332,23.3
2003,"Newfoundland and Labrador","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",29332,29332,100
2003,"Newfoundland and Labrador","Chained (2017) dollars","Intellectual property products","Dollars","millions",422,29332,1.4
2003,"Newfoundland and Labrador","Chained (2017) dollars","Machinery and equipment","Dollars","millions",842,29332,2.9
2003,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential Investment","Dollars","millions",2938,29332,10
2003,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures","Dollars","millions",1722,29332,5.9
2003,"Newfoundland and Labrador","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2516,29332,8.6
2003,"Newfoundland and Labrador","Chained (2017) dollars","Residential structures","Dollars","millions",1337,29332,4.6
2003,"Newfoundland and Labrador","Current prices","Business gross fixed capital formation","Dollars","millions",3239,18438,17.6
2003,"Newfoundland and Labrador","Current prices","General governments final consumption expenditure","Dollars","millions",4715,18438,25.6
2003,"Newfoundland and Labrador","Current prices","Gross domestic product at market prices","Dollars","millions",18438,18438,100
2003,"Newfoundland and Labrador","Current prices","Intellectual property products","Dollars","millions",318,18438,1.7
2003,"Newfoundland and Labrador","Current prices","Machinery and equipment","Dollars","millions",900,18438,4.9
2003,"Newfoundland and Labrador","Current prices","Non-residential Investment","Dollars","millions",2386,18438,12.9
2003,"Newfoundland and Labrador","Current prices","Non-residential structures","Dollars","millions",1168,18438,6.3
2003,"Newfoundland and Labrador","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",2068,18438,11.2
2003,"Newfoundland and Labrador","Current prices","Residential structures","Dollars","millions",853,18438,4.6
2003,"Northwest Territories","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",915,5007,18.3
2003,"Northwest Territories","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1990,5007,39.7
2003,"Northwest Territories","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",5007,5007,100
2003,"Northwest Territories","Chained (2017) dollars","Intellectual property products","Dollars","millions",335,5007,6.7
2003,"Northwest Territories","Chained (2017) dollars","Machinery and equipment","Dollars","millions",89,5007,1.8
2003,"Northwest Territories","Chained (2017) dollars","Non-residential Investment","Dollars","millions",819,5007,16.4
2003,"Northwest Territories","Chained (2017) dollars","Non-residential structures","Dollars","millions",437,5007,8.7
2003,"Northwest Territories","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",484,5007,9.7
2003,"Northwest Territories","Chained (2017) dollars","Residential structures","Dollars","millions",117,5007,2.3
2003,"Northwest Territories","Current prices","Business gross fixed capital formation","Dollars","millions",653,3894,16.8
2003,"Northwest Territories","Current prices","General governments final consumption expenditure","Dollars","millions",1335,3894,34.3
2003,"Northwest Territories","Current prices","Gross domestic product at market prices","Dollars","millions",3894,3894,100
2003,"Northwest Territories","Current prices","Intellectual property products","Dollars","millions",213,3894,5.5
2003,"Northwest Territories","Current prices","Machinery and equipment","Dollars","millions",95,3894,2.4
2003,"Northwest Territories","Current prices","Non-residential Investment","Dollars","millions",571,3894,14.7
2003,"Northwest Territories","Current prices","Non-residential structures","Dollars","millions",263,3894,6.8
2003,"Northwest Territories","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",358,3894,9.2
2003,"Northwest Territories","Current prices","Residential structures","Dollars","millions",82,3894,2.1
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Intellectual property products","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Machinery and equipment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Non-residential Investment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Non-residential structures","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",NA,NA,NA
2003,"Northwest Territories including Nunavut","Current prices","Residential structures","Dollars","millions",NA,NA,NA
2003,"Nova Scotia","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",5871,37917,15.5
2003,"Nova Scotia","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",12122,37917,32
2003,"Nova Scotia","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",37917,37917,100
2003,"Nova Scotia","Chained (2017) dollars","Intellectual property products","Dollars","millions",645,37917,1.7
2003,"Nova Scotia","Chained (2017) dollars","Machinery and equipment","Dollars","millions",1286,37917,3.4
2003,"Nova Scotia","Chained (2017) dollars","Non-residential Investment","Dollars","millions",3470,37917,9.2
2003,"Nova Scotia","Chained (2017) dollars","Non-residential structures","Dollars","millions",1645,37917,4.3
2003,"Nova Scotia","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",2825,37917,7.5
2003,"Nova Scotia","Chained (2017) dollars","Residential structures","Dollars","millions",2402,37917,6.3
2003,"Nova Scotia","Current prices","Business gross fixed capital formation","Dollars","millions",4796,29874,16.1
2003,"Nova Scotia","Current prices","General governments final consumption expenditure","Dollars","millions",8699,29874,29.1
2003,"Nova Scotia","Current prices","Gross domestic product at market prices","Dollars","millions",29874,29874,100
2003,"Nova Scotia","Current prices","Intellectual property products","Dollars","millions",533,29874,1.8
2003,"Nova Scotia","Current prices","Machinery and equipment","Dollars","millions",1494,29874,5
2003,"Nova Scotia","Current prices","Non-residential Investment","Dollars","millions",3114,29874,10.4
2003,"Nova Scotia","Current prices","Non-residential structures","Dollars","millions",1087,29874,3.6
2003,"Nova Scotia","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",2581,29874,8.6
2003,"Nova Scotia","Current prices","Residential structures","Dollars","millions",1682,29874,5.6
2003,"Nunavut","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",359,1529,23.5
2003,"Nunavut","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1476,1529,96.5
2003,"Nunavut","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",1529,1529,100
2003,"Nunavut","Chained (2017) dollars","Intellectual property products","Dollars","millions",160,1529,10.5
2003,"Nunavut","Chained (2017) dollars","Machinery and equipment","Dollars","millions",55,1529,3.6
2003,"Nunavut","Chained (2017) dollars","Non-residential Investment","Dollars","millions",327,1529,21.4
2003,"Nunavut","Chained (2017) dollars","Non-residential structures","Dollars","millions",113,1529,7.4
2003,"Nunavut","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",167,1529,10.9
2003,"Nunavut","Chained (2017) dollars","Residential structures","Dollars","millions",34,1529,2.2
2003,"Nunavut","Current prices","Business gross fixed capital formation","Dollars","millions",225,1028,21.9
2003,"Nunavut","Current prices","General governments final consumption expenditure","Dollars","millions",946,1028,92
2003,"Nunavut","Current prices","Gross domestic product at market prices","Dollars","millions",1028,1028,100
2003,"Nunavut","Current prices","Intellectual property products","Dollars","millions",102,1028,9.9
2003,"Nunavut","Current prices","Machinery and equipment","Dollars","millions",56,1028,5.4
2003,"Nunavut","Current prices","Non-residential Investment","Dollars","millions",206,1028,20
2003,"Nunavut","Current prices","Non-residential structures","Dollars","millions",48,1028,4.7
2003,"Nunavut","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",104,1028,10.1
2003,"Nunavut","Current prices","Residential structures","Dollars","millions",19,1028,1.8
2003,"Ontario","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",103637,654453,15.8
2003,"Ontario","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",126624,654453,19.3
2003,"Ontario","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",654453,654453,100
2003,"Ontario","Chained (2017) dollars","Intellectual property products","Dollars","millions",12588,654453,1.9
2003,"Ontario","Chained (2017) dollars","Machinery and equipment","Dollars","millions",22000,654453,3.4
2003,"Ontario","Chained (2017) dollars","Non-residential Investment","Dollars","millions",51047,654453,7.8
2003,"Ontario","Chained (2017) dollars","Non-residential structures","Dollars","millions",16785,654453,2.6
2003,"Ontario","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",38459,654453,5.9
2003,"Ontario","Chained (2017) dollars","Residential structures","Dollars","millions",53393,654453,8.2
2003,"Ontario","Current prices","Business gross fixed capital formation","Dollars","millions",76799,510275,15.1
2003,"Ontario","Current prices","General governments final consumption expenditure","Dollars","millions",91946,510275,18
2003,"Ontario","Current prices","Gross domestic product at market prices","Dollars","millions",510275,510275,100
2003,"Ontario","Current prices","Intellectual property products","Dollars","millions",10045,510275,2
2003,"Ontario","Current prices","Machinery and equipment","Dollars","millions",25333,510275,5
2003,"Ontario","Current prices","Non-residential Investment","Dollars","millions",46751,510275,9.2
2003,"Ontario","Current prices","Non-residential structures","Dollars","millions",11373,510275,2.2
2003,"Ontario","Current prices","Non-residential structures, machinery and equipment","Dollars","millions",36706,510275,7.2
2003,"Ontario","Current prices","Residential structures","Dollars","millions",30048,510275,5.9
2003,"Outside Canada","Chained (2017) dollars","Business gross fixed capital formation","Dollars","millions",0,866,0
2003,"Outside Canada","Chained (2017) dollars","General governments final consumption expenditure","Dollars","millions",1115,866,128.8
2003,"Outside Canada","Chained (2017) dollars","Gross domestic product at market prices","Dollars","millions",866,866,100
2003,"Outside Canada","Chained (2017) dollars","Intellectual property products","Dollars","millions",0,866,0
2003,"Outside Canada","Chained (2017) dollars","Machinery and equipment","Dollars","millions",NA,866,NA
2003,"Outside Canada","Chained (2017) dollars","Non-residential Investment","Dollars","millions",0,866,0
2003,"Outside Canada","Chained (2017) dollars","Non-residential structures","Dollars","millions",NA,866,NA
2003,"Outside Canada","Chained (2017) dollars","Non-residential structures, machinery and equipment","Dollars","millions",0,866,0
2003,"Outside Canada","Chained (2017) dollars","Residential structures","Dollars","millions",0,866,0
2003,"Outside Canada","Current prices","Business gross fixed capital formation","Dollars","millions",0,601,0
2003,"Outside Canada","Current prices","General governments final consumption expenditure","Dollars","millions",877,601,145.9
2003,"Outside Canada","Current prices","Gross domestic product at market prices","Dollars","millions",601,601,100
2003,"Outside Canada","Current prices","Intellectual property products","Dollars","millions",0,601,0
