"Year","GEO","Industry","Measure","VALUE"
2019,"British Columbia ","Business sector industries [T004]","Reopening businesses",4615
2019,"British Columbia ","Business sector industries [T004]","Entrants",2824
2019,"British Columbia ","Business sector industries [T004]","Temporary closures",4910
2019,"British Columbia ","Business sector industries [T004]","Exits",2631
2019,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1848
2019,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",106
2019,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1734
2019,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",119
2019,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",869
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",48
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",821
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",46
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2019,"British Columbia ","Utilities [22]","Active businesses",94
2019,"British Columbia ","Utilities [22]","Opening businesses",NA
2019,"British Columbia ","Utilities [22]","Continuing businesses",NA
2019,"British Columbia ","Utilities [22]","Closing businesses",NA
2019,"British Columbia ","Utilities [22]","Reopening businesses",NA
2019,"British Columbia ","Utilities [22]","Entrants",NA
2019,"British Columbia ","Utilities [22]","Temporary closures",NA
2019,"British Columbia ","Utilities [22]","Exits",NA
2019,"British Columbia ","Construction [23]","Active businesses",20381
2019,"British Columbia ","Construction [23]","Opening businesses",1078
2019,"British Columbia ","Construction [23]","Continuing businesses",19276
2019,"British Columbia ","Construction [23]","Closing businesses",1186
2019,"British Columbia ","Construction [23]","Reopening businesses",NA
2019,"British Columbia ","Construction [23]","Entrants",NA
2019,"British Columbia ","Construction [23]","Temporary closures",NA
2019,"British Columbia ","Construction [23]","Exits",NA
2019,"British Columbia ","Manufacturing [31-33]","Active businesses",6379
2019,"British Columbia ","Manufacturing [31-33]","Opening businesses",218
2019,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6152
2019,"British Columbia ","Manufacturing [31-33]","Closing businesses",209
2019,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2019,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2019,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2019,"British Columbia ","Manufacturing [31-33]","Exits",NA
2019,"British Columbia ","Food manufacturing [311]","Active businesses",827
2019,"British Columbia ","Food manufacturing [311]","Opening businesses",37
2019,"British Columbia ","Food manufacturing [311]","Continuing businesses",787
2019,"British Columbia ","Food manufacturing [311]","Closing businesses",29
2019,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2019,"British Columbia ","Food manufacturing [311]","Entrants",NA
2019,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2019,"British Columbia ","Food manufacturing [311]","Exits",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",428
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2019,"British Columbia ","Wholesale trade [41]","Active businesses",6639
2019,"British Columbia ","Wholesale trade [41]","Opening businesses",208
2019,"British Columbia ","Wholesale trade [41]","Continuing businesses",6404
2019,"British Columbia ","Wholesale trade [41]","Closing businesses",213
2019,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2019,"British Columbia ","Wholesale trade [41]","Entrants",NA
2019,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2019,"British Columbia ","Wholesale trade [41]","Exits",NA
2019,"British Columbia ","Retail trade [44-45]","Active businesses",13088
2019,"British Columbia ","Retail trade [44-45]","Opening businesses",451
2019,"British Columbia ","Retail trade [44-45]","Continuing businesses",12602
2019,"British Columbia ","Retail trade [44-45]","Closing businesses",428
2019,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2019,"British Columbia ","Retail trade [44-45]","Entrants",NA
2019,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2019,"British Columbia ","Retail trade [44-45]","Exits",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",6157
2019,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",320
2019,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5831
2019,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",335
2019,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2019,"British Columbia ","Information and cultural industries [51]","Active businesses",1923
2019,"British Columbia ","Information and cultural industries [51]","Opening businesses",104
2019,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1800
2019,"British Columbia ","Information and cultural industries [51]","Closing businesses",86
2019,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2019,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2019,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2019,"British Columbia ","Information and cultural industries [51]","Exits",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4870
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",305
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4555
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",293
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7995
2019,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",506
2019,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7502
2019,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",516
2019,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Entrants",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Temporary closures",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Exits",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Active businesses",18279
2019,"British Columbia ","Professional, scientific and technical services [54]","Opening businesses",984
2019,"British Columbia ","Professional, scientific and technical services [54]","Continuing businesses",17287
2019,"British Columbia ","Professional, scientific and technical services [54]","Closing businesses",918
2019,"British Columbia ","Professional, scientific and technical services [54]","Reopening businesses",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Entrants",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Temporary closures",NA
2019,"British Columbia ","Professional, scientific and technical services [54]","Exits",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Active businesses",6997
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Opening businesses",388
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Continuing businesses",6597
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Closing businesses",360
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Reopening businesses",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Entrants",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Temporary closures",NA
2019,"British Columbia ","Administrative and support, waste management and remediation services [56]","Exits",NA
2019,"British Columbia ","Educational services [61]","Active businesses",1985
2019,"British Columbia ","Educational services [61]","Opening businesses",105
2019,"British Columbia ","Educational services [61]","Continuing businesses",1870
2019,"British Columbia ","Educational services [61]","Closing businesses",93
2019,"British Columbia ","Educational services [61]","Reopening businesses",NA
2019,"British Columbia ","Educational services [61]","Entrants",NA
2019,"British Columbia ","Educational services [61]","Temporary closures",NA
2019,"British Columbia ","Educational services [61]","Exits",NA
2019,"British Columbia ","Health care and social assistance [62]","Active businesses",15469
2019,"British Columbia ","Health care and social assistance [62]","Opening businesses",511
2019,"British Columbia ","Health care and social assistance [62]","Continuing businesses",14949
2019,"British Columbia ","Health care and social assistance [62]","Closing businesses",509
2019,"British Columbia ","Health care and social assistance [62]","Reopening businesses",NA
2019,"British Columbia ","Health care and social assistance [62]","Entrants",NA
2019,"British Columbia ","Health care and social assistance [62]","Temporary closures",NA
2019,"British Columbia ","Health care and social assistance [62]","Exits",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Active businesses",2611
2019,"British Columbia ","Arts, entertainment and recreation [71]","Opening businesses",147
2019,"British Columbia ","Arts, entertainment and recreation [71]","Continuing businesses",2474
2019,"British Columbia ","Arts, entertainment and recreation [71]","Closing businesses",110
2019,"British Columbia ","Arts, entertainment and recreation [71]","Reopening businesses",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Entrants",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Temporary closures",NA
2019,"British Columbia ","Arts, entertainment and recreation [71]","Exits",NA
2019,"British Columbia ","Accommodation and food services [72]","Active businesses",10194
2019,"British Columbia ","Accommodation and food services [72]","Opening businesses",378
2019,"British Columbia ","Accommodation and food services [72]","Continuing businesses",9785
2019,"British Columbia ","Accommodation and food services [72]","Closing businesses",359
2019,"British Columbia ","Accommodation and food services [72]","Reopening businesses",NA
2019,"British Columbia ","Accommodation and food services [72]","Entrants",NA
2019,"British Columbia ","Accommodation and food services [72]","Temporary closures",NA
2019,"British Columbia ","Accommodation and food services [72]","Exits",NA
2019,"British Columbia ","Other services (except public administration) [81]","Active businesses",10548
2019,"British Columbia ","Other services (except public administration) [81]","Opening businesses",393
2019,"British Columbia ","Other services (except public administration) [81]","Continuing businesses",10103
2019,"British Columbia ","Other services (except public administration) [81]","Closing businesses",402
2019,"British Columbia ","Other services (except public administration) [81]","Reopening businesses",NA
2019,"British Columbia ","Other services (except public administration) [81]","Entrants",NA
2019,"British Columbia ","Other services (except public administration) [81]","Temporary closures",NA
2019,"British Columbia ","Other services (except public administration) [81]","Exits",NA
2019,"British Columbia ","Tourism industry","Active businesses",13245
2019,"British Columbia ","Tourism industry","Opening businesses",548
2019,"British Columbia ","Tourism industry","Continuing businesses",12680
2019,"British Columbia ","Tourism industry","Closing businesses",502
2019,"British Columbia ","Tourism industry","Reopening businesses",NA
2019,"British Columbia ","Tourism industry","Entrants",NA
2019,"British Columbia ","Tourism industry","Temporary closures",NA
2019,"British Columbia ","Tourism industry","Exits",NA
2019,"British Columbia ","Total tourism transportation","Active businesses",890
2019,"British Columbia ","Total tourism transportation","Opening businesses",42
2019,"British Columbia ","Total tourism transportation","Continuing businesses",844
2019,"British Columbia ","Total tourism transportation","Closing businesses",44
2019,"British Columbia ","Total tourism transportation","Reopening businesses",NA
2019,"British Columbia ","Total tourism transportation","Entrants",NA
2019,"British Columbia ","Total tourism transportation","Temporary closures",NA
2019,"British Columbia ","Total tourism transportation","Exits",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Active businesses",178
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Opening businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Continuing businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Closing businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Reopening businesses",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Entrants",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Temporary closures",NA
2019,"British Columbia ","Air transportation (tourism) [4811, 4812]","Exits",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Active businesses",106
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Opening businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Continuing businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Closing businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Reopening businesses",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Entrants",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Temporary closures",NA
2019,"British Columbia ","Rail, scenic and sightseeing transportation (tourism) [482114, 487110, 487210, 487990]","Exits",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Active businesses",104
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Opening businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Continuing businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Closing businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Reopening businesses",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Entrants",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Temporary closures",NA
2019,"British Columbia ","Water transportation (tourism) [483115, 483116, 483213, 483214]","Exits",NA
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Active businesses",505
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Opening businesses",29
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Continuing businesses",472
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Closing businesses",31
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Reopening businesses",NA
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Entrants",NA
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Temporary closures",NA
2019,"British Columbia ","Bus transportation, taxi and limousine services, and vehicle rental (tourism) [485110, 485210, 485410, 485510, 485990, 485310, 485320, 532111, 532120]","Exits",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Active businesses",638
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Opening businesses",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Continuing businesses",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Closing businesses",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Reopening businesses",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Entrants",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Temporary closures",NA
2019,"British Columbia ","Travel services (tourism) [561510, 561520, 561590]","Exits",NA
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Active businesses",2052
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Opening businesses",110
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Continuing businesses",1937
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Closing businesses",99
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Reopening businesses",NA
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Entrants",NA
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Temporary closures",NA
2019,"British Columbia ","Recreation and entertainment (tourism) [51213, 7111, 7112, 7113, 7115, 7121, 7131, 7132, 713910, 713920, 713930, 713950, 713990]","Exits",NA
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Active businesses",1477
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Opening businesses",61
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Continuing businesses",1414
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Closing businesses",58
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Reopening businesses",NA
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Entrants",NA
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Temporary closures",NA
2019,"British Columbia ","Accommodation (tourism) [721111, 721112, 721113, 721120, 721114, 721211, 721213, 721191, 721192, 721198, 721212]","Exits",NA
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Active businesses",8205
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Opening businesses",286
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Continuing businesses",7904
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Closing businesses",275
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Reopening businesses",NA
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Entrants",NA
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Temporary closures",NA
2019,"British Columbia ","Food and beverage services (tourism) [722511, 722512, 722410]","Exits",NA
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Active businesses",131241
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Opening businesses",7015
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Continuing businesses",124171
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Closing businesses",6960
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Reopening businesses",4335
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Entrants",2680
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Temporary closures",4450
2019,"British Columbia ","Business sector industries (except educational services and health care and social assistance)","Exits",2510
2019,"British Columbia ","Business sector industries [T004]","Active businesses",149072
2019,"British Columbia ","Business sector industries [T004]","Opening businesses",7830
2019,"British Columbia ","Business sector industries [T004]","Continuing businesses",141589
2019,"British Columbia ","Business sector industries [T004]","Closing businesses",6992
2019,"British Columbia ","Business sector industries [T004]","Reopening businesses",5185
2019,"British Columbia ","Business sector industries [T004]","Entrants",2645
2019,"British Columbia ","Business sector industries [T004]","Temporary closures",4413
2019,"British Columbia ","Business sector industries [T004]","Exits",2579
2019,"British Columbia ","Forestry, fishing and hunting [11]","Active businesses",1801
2019,"British Columbia ","Forestry, fishing and hunting [11]","Opening businesses",112
2019,"British Columbia ","Forestry, fishing and hunting [11]","Continuing businesses",1695
2019,"British Columbia ","Forestry, fishing and hunting [11]","Closing businesses",137
2019,"British Columbia ","Forestry, fishing and hunting [11]","Reopening businesses",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Entrants",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Temporary closures",NA
2019,"British Columbia ","Forestry, fishing and hunting [11]","Exits",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Active businesses",862
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Opening businesses",46
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Continuing businesses",816
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Closing businesses",51
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Reopening businesses",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Entrants",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Temporary closures",NA
2019,"British Columbia ","Mining, quarrying, and oil and gas extraction [21]","Exits",NA
2019,"British Columbia ","Utilities [22]","Active businesses",95
2019,"British Columbia ","Utilities [22]","Opening businesses",NA
2019,"British Columbia ","Utilities [22]","Continuing businesses",NA
2019,"British Columbia ","Utilities [22]","Closing businesses",NA
2019,"British Columbia ","Utilities [22]","Reopening businesses",NA
2019,"British Columbia ","Utilities [22]","Entrants",NA
2019,"British Columbia ","Utilities [22]","Temporary closures",NA
2019,"British Columbia ","Utilities [22]","Exits",NA
2019,"British Columbia ","Construction [23]","Active businesses",20506
2019,"British Columbia ","Construction [23]","Opening businesses",1171
2019,"British Columbia ","Construction [23]","Continuing businesses",19313
2019,"British Columbia ","Construction [23]","Closing businesses",1061
2019,"British Columbia ","Construction [23]","Reopening businesses",NA
2019,"British Columbia ","Construction [23]","Entrants",NA
2019,"British Columbia ","Construction [23]","Temporary closures",NA
2019,"British Columbia ","Construction [23]","Exits",NA
2019,"British Columbia ","Manufacturing [31-33]","Active businesses",6405
2019,"British Columbia ","Manufacturing [31-33]","Opening businesses",200
2019,"British Columbia ","Manufacturing [31-33]","Continuing businesses",6186
2019,"British Columbia ","Manufacturing [31-33]","Closing businesses",164
2019,"British Columbia ","Manufacturing [31-33]","Reopening businesses",NA
2019,"British Columbia ","Manufacturing [31-33]","Entrants",NA
2019,"British Columbia ","Manufacturing [31-33]","Temporary closures",NA
2019,"British Columbia ","Manufacturing [31-33]","Exits",NA
2019,"British Columbia ","Food manufacturing [311]","Active businesses",838
2019,"British Columbia ","Food manufacturing [311]","Opening businesses",36
2019,"British Columbia ","Food manufacturing [311]","Continuing businesses",799
2019,"British Columbia ","Food manufacturing [311]","Closing businesses",28
2019,"British Columbia ","Food manufacturing [311]","Reopening businesses",NA
2019,"British Columbia ","Food manufacturing [311]","Entrants",NA
2019,"British Columbia ","Food manufacturing [311]","Temporary closures",NA
2019,"British Columbia ","Food manufacturing [311]","Exits",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Active businesses",432
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Opening businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Continuing businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Closing businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Reopening businesses",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Entrants",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Temporary closures",NA
2019,"British Columbia ","Beverage and tobacco product manufacturing [312]","Exits",NA
2019,"British Columbia ","Wholesale trade [41]","Active businesses",6624
2019,"British Columbia ","Wholesale trade [41]","Opening businesses",190
2019,"British Columbia ","Wholesale trade [41]","Continuing businesses",6427
2019,"British Columbia ","Wholesale trade [41]","Closing businesses",194
2019,"British Columbia ","Wholesale trade [41]","Reopening businesses",NA
2019,"British Columbia ","Wholesale trade [41]","Entrants",NA
2019,"British Columbia ","Wholesale trade [41]","Temporary closures",NA
2019,"British Columbia ","Wholesale trade [41]","Exits",NA
2019,"British Columbia ","Retail trade [44-45]","Active businesses",13155
2019,"British Columbia ","Retail trade [44-45]","Opening businesses",523
2019,"British Columbia ","Retail trade [44-45]","Continuing businesses",12666
2019,"British Columbia ","Retail trade [44-45]","Closing businesses",412
2019,"British Columbia ","Retail trade [44-45]","Reopening businesses",NA
2019,"British Columbia ","Retail trade [44-45]","Entrants",NA
2019,"British Columbia ","Retail trade [44-45]","Temporary closures",NA
2019,"British Columbia ","Retail trade [44-45]","Exits",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Active businesses",6168
2019,"British Columbia ","Transportation and warehousing [48-49]","Opening businesses",336
2019,"British Columbia ","Transportation and warehousing [48-49]","Continuing businesses",5839
2019,"British Columbia ","Transportation and warehousing [48-49]","Closing businesses",320
2019,"British Columbia ","Transportation and warehousing [48-49]","Reopening businesses",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Entrants",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Temporary closures",NA
2019,"British Columbia ","Transportation and warehousing [48-49]","Exits",NA
2019,"British Columbia ","Information and cultural industries [51]","Active businesses",1944
2019,"British Columbia ","Information and cultural industries [51]","Opening businesses",106
2019,"British Columbia ","Information and cultural industries [51]","Continuing businesses",1836
2019,"British Columbia ","Information and cultural industries [51]","Closing businesses",87
2019,"British Columbia ","Information and cultural industries [51]","Reopening businesses",NA
2019,"British Columbia ","Information and cultural industries [51]","Entrants",NA
2019,"British Columbia ","Information and cultural industries [51]","Temporary closures",NA
2019,"British Columbia ","Information and cultural industries [51]","Exits",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Active businesses",4894
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Opening businesses",306
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Continuing businesses",4586
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Closing businesses",291
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Reopening businesses",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Entrants",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Temporary closures",NA
2019,"British Columbia ","Finance and insurance and Management of companies and enterprises [52, 55]","Exits",NA
2019,"British Columbia ","Real estate and rental and leasing [53]","Active businesses",7977
2019,"British Columbia ","Real estate and rental and leasing [53]","Opening businesses",495
2019,"British Columbia ","Real estate and rental and leasing [53]","Continuing businesses",7498
2019,"British Columbia ","Real estate and rental and leasing [53]","Closing businesses",510
2019,"British Columbia ","Real estate and rental and leasing [53]","Reopening businesses",NA
