"GEO","Funder","Performer","Science type","Prices","GR5","GR3","Maxyear"
"Newfoundland and Labrador"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," foreign sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," higher education sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," provincial governments sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Newfoundland and Labrador"," total, all sectors"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," business enterprise sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," federal government sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," foreign sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," higher education sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," higher education sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," private non-profit sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," private non-profit sector"," total, all sectors","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Social sciences, humanities and the arts","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," business enterprise sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," federal government sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," federal government sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," federal government sector","Total sciences","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," federal government sector","Total sciences","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," higher education sector","Natural sciences and engineering","2017 constant prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," higher education sector","Natural sciences and engineering","Current prices",NA,NA,2023
"Nova Scotia"," provincial governments sector"," higher education sector","Social sciences, humanities and the arts","2017 constant prices",NA,NA,2023
